UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4.2,2020,9,4062565,2083696,1978869,1485520,1406883,316312,304828,33472,32500,118078,111402,6574,6226,123740,117030,1599135,1514213,382584,367905,58320,56329,164311,154655,15676,14709,1546534,1463558,1029823,970224,285416,274747,16888,16226,111649,105340,4314,4089,98444,92932,1120645,1055851,338761,325434,33015,31694,150139,141306,10968,10284,537162,515311,455697,436659,30896,30081,16584,16274,6429,6062,2260,2137,25296,24098,478490,458362,43823,42471,25305,24635,14172,13349,4708,4425
R,4.2,2020,10,4158914,2130180,2028734,1528128,1448088,322204,311573,33484,32309,116748,111567,6370,6204,123246,118993,1641590,1557360,388490,376175,58276,56545,162142,154918,15155,14677,1575797,1497798,1054892,995066,291095,281713,17393,16885,110475,105591,4284,4142,97658,94401,1145239,1082142,344364,333532,33326,32593,148088,141722,10705,10318,554383,530936,473236,453022,31109,29860,16091,15424,6273,5976,2086,2062,25588,24592,496351,475218,44126,42643,24950,23952,14054,13196,4450,4359
R,4.2,2020,11,4266695,2184933,2081762,1571873,1491498,332885,322148,34187,32693,117670,112213,6533,6426,121785,116784,1683672,1598857,398620,385625,58930,55905,162043,154550,15212,14792,1620796,1542820,1088605,1030274,301702,291889,17795,17184,111332,106290,4455,4370,96907,92813,1177922,1116015,354774,343250,33793,32039,148425,141565,10868,10462,564137,538942,483268,461224,31183,30259,16392,15509,6338,5923,2078,2056,24878,23971,505750,482842,43846,42375,25137,23866,13618,12985,4344,4330
R,4.2,2020,12,4397101,2253190,2143911,1625417,1538887,341701,331136,35476,34010,122078,116252,6653,6463,121865,117163,1737189,1646315,407051,395178,60271,57919,166691,158235,15592,14804,1670026,1588643,1124272,1062293,310018,300672,18333,17940,115879,110357,4511,4291,97013,93090,1213634,1147972,362932,352469,34359,33316,153094,145308,11066,10404,583164,555268,501145,476594,31683,30464,17143,16070,6199,5895,2142,2172,24852,24073,523555,498343,44119,42709,25912,24603,13597,12927,4526,4400
R,4.2,2020,13,4377841,2242731,2135110,1625410,1541632,338790,326839,35896,33958,118686,113475,6571,6401,117378,112805,1733121,1644980,401339,387708,60067,57391,161886,154087,15224,14566,1665505,1583704,1128916,1067373,307717,296919,18483,17807,112435,107684,4494,4270,93460,89651,1215057,1149839,358306,346309,34182,32919,148445,141524,10838,10244,577226,551406,496494,474259,31073,29920,17413,16151,6251,5791,2077,2131,23918,23154,518064,495141,43033,41399,25885,24472,13441,12563,4386,4322
R,4.2,2020,14,4284079,2193162,2090917,1600928,1515983,324590,316552,34375,33014,116205,112739,6385,6298,110679,106331,1702292,1613316,383027,373235,57783,55359,156899,151635,14455,13954,1636679,1559322,1120439,1056836,295373,288406,17896,17514,110366,107349,4333,4305,88272,84912,1201578,1134822,342845,334559,33087,31965,144470,139940,10312,9955,556483,531595,480489,459147,29217,28146,16479,15500,5839,5390,2052,1993,22407,21419,500714,478494,40182,38676,24696,23394,12429,11695,4143,3999
R,4.2,2020,15,4255134,2179318,2075816,1595627,1508558,319091,309095,33913,32486,118374,116992,6447,6120,105866,102565,1692411,1602158,373875,362640,56826,54683,158028,154817,14247,13719,1635629,1557648,1124725,1060409,290949,281999,17969,17086,112673,111612,4481,4281,84832,82261,1202626,1135730,335532,325737,33033,31686,146095,143507,10274,9969,543689,518168,470902,448149,28142,27096,15944,15400,5701,5380,1966,1839,21034,20304,489785,466428,38343,36903,23793,22997,11933,11310,3973,3750
R,4.2,2020,16,4300670,2202407,2098263,1621427,1532225,318745,310043,33211,32278,119576,118149,6233,5909,103215,99659,1715885,1623390,371713,361545,56082,54361,158035,155041,13891,13250,1665722,1585086,1155678,1087235,291237,283826,17781,17123,113969,112848,4353,4124,82704,79930,1231645,1160620,334394,325842,32917,31806,146336,143945,10064,9548,536685,513177,465749,444990,27508,26217,15430,15155,5607,5301,1880,1785,20511,19729,484240,462770,37319,35703,23165,22555,11699,11096,3827,3702
R,4.2,2020,17,4250819,2178776,2072043,1604992,1512839,316926,308952,33185,31689,119744,118129,6212,5820,97717,94614,1694004,1599052,366858,357522,55361,53278,156042,153116,13730,12970,1650095,1567812,1145615,1074371,289680,283469,17625,17044,114305,113009,4385,4086,78485,75833,1217392,1143770,330441,323127,32375,31394,144911,142369,9986,9460,528681,504231,459377,438468,27246,25483,15560,14645,5439,5120,1827,1734,19232,18781,476612,455282,36417,34395,22986,21884,11131,10747,3744,3510
R,4.2,2020,18,4489953,2281843,2208110,1679781,1613181,337923,334289,34647,33147,124000,123633,6179,6102,99313,97758,1770412,1702171,388573,384747,57963,56318,160202,158901,13568,13376,1733937,1677495,1202992,1150865,309965,307533,18606,18046,118553,118346,4328,4234,79493,78471,1275764,1222585,351295,348821,34043,33573,149055,148063,9959,9744,547906,530615,476789,462316,27958,26756,16041,15101,5447,5287,1851,1868,19820,19287,494648,479586,37278,35926,23920,22745,11147,10838,3609,3632
R,4.2,2020,19,4763743,2429606,2334137,1780603,1698506,364710,358196,36519,35177,138289,136306,6550,6415,102935,99537,1874300,1789015,416898,409131,60976,58903,176199,172302,14291,13909,1852462,1780439,1277227,1215539,335550,330147,19899,19243,132550,130928,4712,4483,82524,80099,1352469,1288594,378033,371864,36362,35401,164621,161345,10529,10139,577144,553698,503376,482967,29160,28049,16620,15934,5739,5378,1838,1932,20411,19438,521831,500421,38865,37267,24614,23502,11578,10957,3762,3770
R,4.2,2020,20,4567770,2341864,2225906,1718662,1621055,354769,344966,35525,33656,129540,126569,6426,6008,96942,93652,1806873,1705940,403945,393219,59462,56599,164275,159862,13708,13139,1793342,1706375,1240214,1167990,326970,318702,19595,18659,124132,121487,4579,4267,77852,75270,1311254,1236379,367135,358288,35823,34274,153532,149496,10097,9652,548522,519531,478448,453065,27799,26264,15930,14997,5408,5082,1847,1741,19090,18382,495619,469561,36810,34931,23639,22325,10743,10366,3611,3487
R,4.2,2020,21,4438406,2278463,2159943,1676484,1575652,341998,332853,33958,32538,127033,124270,6266,5754,92724,88876,1760516,1656145,388427,378153,57146,55154,160436,155748,13707,12633,1753787,1663647,1218794,1142848,315409,307708,18915,18153,121737,119292,4482,4132,74450,71514,1286457,1207795,353299,344816,34772,33798,149956,145748,10171,9400,524676,496296,457690,432804,26589,25145,15043,14385,5296,4978,1784,1622,18274,17362,474059,448350,35128,33337,22374,21356,10480,10000,3536,3233
R,4.2,2020,22,4337566,2230160,2107406,1633680,1532051,336890,325580,32874,31562,132598,127780,6150,5764,87968,84669,1713240,1608534,380606,368113,55408,53535,164270,157947,13091,12292,1723045,1630985,1190422,1116237,311785,301671,18103,17739,127510,123001,4469,4180,70756,68157,1254542,1177930,347528,336487,33636,33031,154296,148491,9789,9169,507115,476421,443258,415814,25105,23909,14771,13823,5088,4779,1681,1584,17212,16512,458698,430604,33078,31626,21772,20504,9974,9456,3302,3123
R,4.2,2020,23,4302088,2209332,2092756,1619903,1520943,329168,320303,32464,31004,137208,132956,6198,5546,84391,82004,1696186,1594767,370288,360957,55007,53003,167716,162106,12988,12228,1712045,1626516,1185784,1113933,304405,297371,17938,17369,132255,128230,4449,3989,67214,65624,1246734,1173092,337536,330441,33285,32551,158028,152826,9621,9118,497287,466240,434119,407010,24763,22932,14526,13635,4953,4726,1749,1557,17177,16380,449452,421675,32752,30516,21722,20452,9688,9280,3367,3110
R,4.2,2020,24,4337768,2227940,2109828,1630789,1531667,333112,324080,32371,30455,142762,138473,6368,6034,82538,79119,1705170,1602779,372631,362747,55117,52330,172710,166813,13106,12674,1732971,1644576,1197977,1124927,308594,301145,18078,17048,137887,133711,4600,4307,65835,63438,1257382,1182082,340541,332490,33731,32311,163206,157637,9812,9489,494969,465252,432812,406740,24518,22935,14293,13407,4875,4762,1768,1727,16703,15681,447788,420697,32090,30257,21386,20019,9504,9176,3294,3185
R,4.2,2020,25,4397828,2253707,2144121,1640811,1547361,346603,338443,32707,31227,146548,142752,6490,6201,80548,78137,1712850,1617050,384507,376313,55848,53421,175770,170879,13553,12850,1759624,1677952,1208695,1140104,321853,315021,18461,17491,141656,138082,4726,4524,64233,62730,1266141,1196143,352354,345726,34603,33191,166451,161858,10187,9697,494083,466169,432116,407257,24750,23422,14246,13736,4892,4670,1764,1677,16315,15407,446709,420907,32153,30587,21245,20230,9319,9021,3366,3153
R,4.2,2020,26,4483926,2295896,2188030,1665090,1570597,362107,353523,33543,32371,151000,148702,6537,6346,77619,76491,1734106,1638440,397927,390001,56441,55029,179613,176041,13473,13110,1795886,1718266,1227151,1160166,336925,329682,19103,18570,146198,144010,4768,4703,61741,61135,1282054,1214407,365568,359118,35114,34607,170415,167097,10111,9915,500010,469764,437939,410431,25182,23841,14440,13801,4802,4692,1769,1643,15878,15356,452052,424033,32359,30883,21327,20422,9198,8944,3362,3195
R,4.2,2020,27,4569753,2336443,2233310,1691954,1600470,373348,362662,34641,33066,154971,156505,6743,6425,74786,74182,1758239,1666223,406801,396811,57438,55641,182837,183615,13536,13080,1832469,1760495,1250363,1186619,347668,338929,19804,19190,150230,151703,4890,4691,59514,59363,1303142,1239295,374224,366228,35815,35256,174062,174813,10244,9884,503974,472815,441591,413851,25680,23733,14837,13876,4741,4802,1853,1734,15272,14819,455097,426928,32577,30583,21623,20385,8775,8802,3292,3196
R,4.2,2020,28,4661140,2373005,2288135,1719343,1637291,375873,371635,36163,33307,161654,165409,7212,6689,72760,73804,1783138,1701879,407210,405151,58940,55756,189556,193387,14253,13684,1864786,1814257,1275294,1224552,349705,346257,20538,19445,156744,160396,5202,4887,57303,58720,1325470,1275948,374119,372770,36362,35265,180543,184186,10730,10293,508219,473878,444049,412739,26168,25378,15625,13862,4910,5013,2010,1802,15457,15084,457668,425931,33091,32381,22578,20491,9013,9201,3523,3391
R,4.2,2020,29,4733100,2409532,2323568,1750188,1663153,377016,376223,35498,32504,169651,173569,7651,6969,69528,71150,1810673,1725145,406151,407967,57250,54280,197317,201093,14812,13953,1902728,1857808,1308294,1258760,350258,350129,19902,19094,164369,168312,5511,5181,54394,56332,1355417,1307709,372607,375107,34890,34383,187979,191662,11124,10726,506804,465760,441894,404393,26758,26094,15596,13410,5282,5257,2140,1788,15134,14818,455256,417436,33544,32860,22360,19897,9338,9431,3688,3227
R,4.2,2020,30,4698226,2388850,2309376,1742527,1654215,367855,371129,35032,32026,171142,177936,7813,7044,64481,67026,1798719,1712542,394484,400578,55243,52590,197002,204115,14281,13667,1888047,1854169,1305308,1259039,341514,345256,19456,18907,165941,172756,5622,5270,50206,52941,1348901,1304994,361783,368136,33301,33191,188011,195170,10685,10503,500803,455207,437219,395176,26341,25873,15576,13119,5201,5180,2191,1774,14275,14085,449818,407548,32701,32442,21942,19399,8991,8945,3596,3164
R,4.2,2020,31,4584200,2330813,2253387,1708783,1618679,345754,352703,34081,30338,173873,181822,7655,6802,60667,63043,1761480,1673497,370030,380021,53286,49827,198623,206683,13946,13020,1843842,1814980,1283234,1237381,320435,328007,18532,17766,168905,176749,5599,5139,47137,49938,1324069,1280660,338555,349204,31633,31495,190090,198101,10563,10072,486971,438407,425549,381298,25319,24696,15549,12572,4968,5073,2056,1663,13530,13105,437411,392837,31475,30817,21653,18332,8533,8582,3383,2948
R,4.2,2020,32,4506130,2291267,2214863,1696696,1604619,327088,335885,33303,29945,168937,177226,7697,6795,57546,60393,1746476,1657141,349853,361635,51563,48668,192588,201308,13876,12940,1803745,1779477,1269186,1225527,302946,311661,17833,17265,164133,172496,5536,5103,44111,47425,1307120,1266705,319690,331266,29952,30285,184343,193139,10416,9987,487522,435386,427510,379092,24142,24224,15470,12680,4804,4730,2161,1692,13435,12968,439356,390436,30163,30369,21611,18383,8245,8169,3460,2953
R,4.2,2020,33,4461475,2271740,2189735,1694475,1594400,315684,326178,32652,29140,166972,175287,7536,6707,54421,58023,1741783,1644826,336779,350761,50386,47889,189307,198105,13241,12454,1786602,1756955,1268217,1217014,291946,302327,17353,16625,162181,170773,5349,4978,41556,45238,1304172,1256160,307180,320997,29185,29589,181315,190271,9863,9521,485138,432780,426258,377386,23738,23851,15299,12515,4791,4514,2187,1729,12865,12785,437611,388666,29599,29764,21201,18300,7992,7834,3378,2933
R,4.2,2020,34,4482709,2283355,2199354,1711289,1608570,310780,322407,32366,29068,168139,176601,7680,6826,53101,55882,1757260,1656880,331038,345498,49934,47295,189791,198923,13550,12694,1793962,1765725,1280979,1230051,287230,298543,16592,16486,163340,172009,5505,5184,40316,43452,1315661,1267440,301787,315831,28217,29208,181778,191049,10142,9867,489393,433629,430310,378519,23550,23864,15774,12582,4799,4592,2175,1642,12785,12430,441599,389440,29251,29667,21717,18087,8013,7874,3408,2827
R,4.2,2020,35,4442627,2258105,2184522,1697425,1600486,302665,316572,31616,28745,167831,177633,7475,6590,51093,54496,1741650,1647667,321848,338325,48928,46948,188721,199718,13112,12306,1773020,1752817,1270334,1223113,279692,293332,16374,16204,163036,173194,5268,4892,38316,42082,1303254,1259404,293187,309301,27737,28785,180768,192059,9689,9423,485085,431705,427091,377373,22973,23240,15242,12541,4795,4439,2207,1698,12777,12414,438396,388263,28661,29024,21191,18163,7953,7659,3423,2883
R,4.2,2020,36,4396684,2232425,2164259,1681538,1585495,295027,311853,31494,28538,167692,178450,7289,6564,49385,53359,1724240,1631592,313310,332747,48341,46773,188105,200084,12800,12324,1755097,1735423,1260872,1210566,272685,288775,16065,15945,162979,174129,5248,4911,37248,41097,1292863,1245908,285591,304075,27258,28555,180290,192556,9559,9457,477328,428836,420666,374929,22342,23078,15429,12593,4713,4321,2041,1653,12137,12262,431377,385684,27719,28672,21083,18218,7815,7528,3241,2867
R,4.2,2020,37,4458694,2261914,2196780,1708541,1612825,297663,316688,32156,29017,166404,178222,7375,6694,49775,53334,1751517,1658724,315961,337579,49433,47530,186723,199733,12952,12485,1774678,1757688,1278541,1228759,275180,292906,16430,16169,161678,173744,5287,4994,37562,41116,1310709,1263909,288073,308237,28001,29072,178915,192023,9692,9606,487236,439092,430000,384066,22483,23782,15726,12848,4726,4478,2088,1700,12213,12218,440808,394815,27888,29342,21432,18458,7808,7710,3260,2879
R,4.2,2020,38,4417516,2239967,2177549,1696744,1601685,293826,313149,31015,28098,162774,176546,7286,6509,48322,51562,1738416,1645999,311506,333471,48130,46249,182321,197036,12709,12064,1760377,1741097,1273717,1219460,271562,289926,15619,15371,158110,171954,5190,4781,36179,39605,1304659,1253336,283904,304790,27010,27929,174558,189378,9434,9189,479590,436452,423027,382225,22264,23223,15396,12727,4664,4592,2096,1728,12143,11957,433757,392663,27602,28681,21120,18320,7763,7658,3275,2875
R,4.2,2020,39,4396837,2227556,2169281,1691950,1597017,294931,316489,30936,28336,154861,170132,7228,6193,47650,51114,1732981,1641109,312394,336857,47965,46393,174102,190102,12606,11701,1749413,1735010,1269373,1216723,273257,293148,15723,15771,150154,165672,5127,4564,35779,39132,1299934,1250259,285501,307896,27125,28337,166399,182650,9378,8982,478143,434271,422577,380294,21674,23341,15213,12565,4707,4460,2101,1629,11871,11982,433047,390850,26893,28961,20840,18056,7703,7452,3228,2719
R,4.2,2020,40,4321409,2186983,2134426,1658650,1568039,293096,315172,30331,27505,152104,167735,6952,6365,45850,49610,1698115,1610568,309742,334827,47220,45311,170310,187181,12254,11781,1713464,1705897,1240986,1192692,271198,292216,15112,15131,147549,163322,4815,4736,33804,37800,1269855,1224834,282612,306350,26203,27528,162683,179750,8944,9023,473519,428529,417664,375347,21898,22956,15219,12374,4555,4413,2137,1629,12046,11810,428260,385734,27130,28477,21017,17783,7627,7431,3310,2758
R,4.2,2020,41,4159260,2099593,2059667,1597450,1515005,277511,302782,28547,26399,146819,163045,6187,5741,43079,46695,1634462,1555070,293139,320959,44448,43421,163944,181414,11016,10738,1655800,1649186,1204805,1155371,257304,280787,14647,14531,142586,158891,4430,4195,32028,35411,1232048,1185530,268079,293735,25216,26308,157024,174440,8219,8175,443793,410481,392645,359634,20207,21995,13900,11868,4233,4154,1757,1546,11051,11284,402414,369540,25060,27224,19232,17113,6920,6974,2797,2563
R,4.2,2020,42,4101963,2066939,2035024,1580084,1504748,269149,294567,28249,26279,141715,158518,6210,5591,41532,45321,1615624,1543443,284028,312116,43738,43134,158329,176241,10794,10448,1623429,1622781,1187012,1142426,249544,273227,14401,14480,137472,154245,4379,4146,30621,34257,1212916,1171425,259659,285564,24647,26155,151347,169259,7955,8021,443510,412243,393072,362322,19605,21340,13848,11799,4243,4273,1831,1445,10911,11064,402708,372018,24369,26552,19091,16979,6982,6982,2839,2427
R,4.2,2020,43,3997747,2011394,1986353,1536999,1467986,259739,285679,27504,25369,141679,158895,5861,5478,39612,42946,1571106,1504460,273654,302110,42502,41530,157382,175859,10351,10182,1579364,1580921,1153426,1110526,240878,264995,14175,14141,137470,154760,4184,3989,29231,32510,1178268,1137872,250191,276647,24275,25397,150642,169033,7697,7738,432030,405432,383573,357460,18861,20684,13329,11228,4209,4135,1677,1489,10381,10436,392838,366588,23463,25463,18227,16133,6740,6826,2654,2444
R,4.2,2020,44,3924102,1973614,1950488,1506390,1441757,254191,279669,26908,24858,142710,158168,5521,5248,37894,40788,1538921,1476431,267313,294958,41380,40442,157948,174387,9802,9649,1550766,1551384,1130323,1089317,236062,259528,13768,13672,138657,154068,3969,3857,27987,30942,1154085,1115373,244824,270278,23525,24627,151466,167773,7313,7346,422848,399104,376067,352440,18129,20141,13140,11186,4053,4100,1552,1391,9907,9846,384836,361058,22489,24680,17855,15815,6482,6614,2489,2303
R,4.2,2020,45,3946616,1985922,1960694,1521786,1455944,252847,278677,26725,24708,143431,157408,5680,5042,35453,38915,1551858,1488865,264987,293131,40735,39815,157585,172866,9798,9143,1567980,1566932,1148076,1106350,235927,259871,13587,13749,139526,153559,4114,3725,26750,29678,1170533,1131196,244353,270061,23190,24347,151633,166813,7407,7000,417942,393762,373710,349594,16920,18806,13138,10959,3905,3849,1566,1317,8703,9237,381325,357669,20634,23070,17545,15468,5952,6053,2391,2143
R,4.2,2020,46,3881394,1950784,1930610,1494358,1431717,248693,275696,25900,24339,142208,156301,5219,4954,34406,37603,1523546,1463394,260231,289515,39551,39038,156105,171325,9232,9066,1550379,1547728,1135803,1091330,232517,257439,13436,13610,138638,152615,3849,3692,26136,29042,1157746,1115550,240478,267327,22937,24221,150547,165523,7081,6966,400405,382882,358555,340387,16176,18257,12464,10729,3570,3686,1370,1262,8270,8561,365800,347844,19753,22188,16614,14817,5558,5802,2151,2100
R,4.2,2020,47,3968132,1992771,1975361,1527721,1467187,257376,284648,25911,24509,142216,156733,5174,4915,34373,37369,1556788,1498622,268503,298147,39835,39571,156135,171518,9121,8949,1596726,1595990,1172520,1129745,241624,266868,13672,13829,138631,152972,3880,3648,26399,28928,1194603,1153796,249395,276630,23555,24784,150685,165670,7046,6905,396045,379371,355201,337442,15752,17780,12239,10680,3585,3761,1294,1267,7974,8441,362185,344826,19108,21517,16280,14787,5450,5848,2075,2044
R,4.2,2020,48,4179668,2102963,2076705,1630120,1561571,266342,293226,26267,24803,140803,154598,5294,4818,34137,37689,1658933,1593264,277298,306533,40557,40414,154324,169291,9199,8947,1710473,1700928,1278218,1226712,250774,275771,14166,14369,137106,151034,3916,3626,26293,29416,1300157,1251157,258450,285357,24449,25906,148804,163788,7069,7010,392490,375777,351902,334859,15568,17455,12101,10434,3697,3564,1378,1192,7844,8273,358776,342107,18848,21176,16108,14508,5520,5503,2130,1937
R,4.2,2020,49,4417892,2226655,2191237,1741822,1662508,278185,306943,26961,25641,139095,152741,5095,5047,35497,38357,1771855,1694706,289586,320449,41987,41938,152888,167363,9279,9397,1834086,1817977,1389568,1330586,262562,289322,14970,15031,135493,149110,3793,3771,27700,30157,1412771,1355654,270683,299170,26027,27311,147419,161689,7202,7311,392569,373260,352254,331922,15623,17621,11991,10610,3602,3631,1302,1276,7797,8200,359084,339052,18903,21279,15960,14627,5469,5674,2077,2086
