UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2023,9,4045171,2071476,1973695,1457682,1382756,316805,307774,35171,33884,127699,120801,7039,6815,127080,121665,1574395,1494467,385169,374215,59891,57466,175618,165875,16223,15470,1543208,1467341,1017918,961376,282049,274485,16413,15678,120624,114111,4591,4440,101613,97251,1111734,1051132,337188,328235,32472,30940,160727,151736,11354,10822,528268,506354,439764,421380,34756,33289,18758,18206,7075,6690,2448,2375,25467,24414,462661,443335,47981,45980,27419,26526,14891,14139,4869,4648
R,7,2023,10,4031257,2060173,1971084,1448234,1381838,314693,306533,34808,33531,129959,122506,7054,6740,125425,119936,1563283,1491790,381719,371437,59300,57091,177649,167398,16308,15393,1536108,1465038,1010590,959346,280948,273901,16562,15810,123091,115810,4657,4384,100260,95787,1103015,1047595,334969,326281,32491,31116,163024,153303,11461,10713,524065,506046,437644,422492,33745,32632,18246,17721,6868,6696,2397,2356,25165,24149,460268,444195,46750,45156,26809,25975,14625,14095,4847,4680
R,7,2023,11,4037729,2066621,1971108,1459423,1388171,315763,305868,35838,34430,124973,118076,6794,6552,123830,118011,1573001,1496387,382162,369570,60392,57911,171581,162080,15849,15183,1537205,1461574,1016781,961906,282435,273783,16612,15955,118228,111642,4414,4240,98735,94048,1107792,1048590,335834,325086,32549,31167,157193,148335,11061,10550,529416,509534,442642,426265,33328,32085,19226,18475,6745,6434,2380,2312,25095,23963,465209,447797,46328,44484,27843,26744,14388,13745,4788,4633
R,7,2023,12,4081342,2093732,1987610,1487676,1407844,318132,307303,34420,33080,122494,115419,6716,6455,124294,117509,1601763,1515608,384656,370565,59335,56877,169073,159058,15854,15004,1550497,1466593,1028289,968152,286245,275962,16910,15992,115896,109178,4374,4175,98783,93134,1119405,1053982,339684,326650,33035,31343,154669,145438,11055,10384,543235,521017,459387,439692,31887,31341,17510,17088,6598,6241,2342,2280,25511,24375,482358,461626,44972,43915,26300,25534,14404,13620,4799,4620
R,7,2023,13,4165160,2133742,2031418,1525330,1446216,322990,311656,33993,32806,121014,115247,6473,6371,123942,119122,1639386,1555582,389510,376149,58994,57191,166829,158769,15378,14878,1574647,1496265,1048808,990114,291590,281475,17085,16753,114668,109304,4370,4259,98126,94360,1139536,1077131,344879,333072,33110,32557,152716,145516,10896,10432,559095,535153,476522,456102,31400,30181,16908,16053,6346,5943,2103,2112,25816,24762,499850,478451,44631,43077,25884,24634,14113,13253,4482,4446
R,7,2023,14,4253827,2178433,2075394,1563469,1482482,331906,321324,34267,32912,120115,115166,6536,6509,122140,117001,1675602,1590039,397674,384987,59042,56242,164821,157559,15207,14866,1611051,1533477,1078036,1019049,300393,290852,17632,17053,113699,109200,4437,4427,96854,92896,1167354,1104856,353265,342190,33550,31987,150946,144594,10809,10556,567382,541917,485433,463433,31513,30472,16635,15859,6416,5966,2099,2082,25286,24105,508248,485183,44409,42797,25492,24255,13875,12965,4398,4310
R,7,2023,15,4417419,2263087,2154332,1627715,1541553,344330,333844,35907,34299,125338,119874,6785,6559,123012,118203,1740556,1649974,410476,398464,60740,58207,170358,162400,15776,14879,1672349,1592599,1120368,1060106,311981,302643,18419,17791,119040,113835,4645,4387,97896,93837,1210531,1146514,365466,354838,34471,33075,156661,149269,11224,10499,590738,561733,507347,481447,32349,31201,17488,16508,6298,6039,2140,2172,25116,24366,530025,503460,45010,43626,26269,25132,13697,13131,4552,4380
R,7,2023,16,4412854,2261525,2151329,1633529,1547899,342681,330455,36302,34410,123763,117658,6697,6632,118553,114275,1742295,1652515,406111,392245,60706,58021,167193,158866,15384,14963,1673442,1591069,1128064,1066210,310907,300061,18308,17840,117378,111767,4607,4475,94178,90716,1214857,1149570,362059,350064,34084,32975,153544,146160,11004,10581,588083,560260,505465,481689,31774,30394,17994,16570,6385,5891,2090,2157,24375,23559,527438,502945,44052,42181,26622,25046,13649,12706,4380,4382
R,7,2023,17,4346292,2225689,2120603,1618104,1531806,329828,322075,35260,33697,122937,118656,6569,6385,112991,107984,1721697,1630756,389394,379568,59022,56317,164709,158112,14806,14231,1652631,1574806,1123478,1061162,299696,292808,18077,17520,116863,113075,4512,4362,90005,85879,1206294,1140157,347923,339448,33436,32080,151911,146015,10604,10102,573058,545797,494626,470644,30132,29267,17183,16177,6074,5581,2057,2023,22986,22105,515403,490599,41471,40120,25586,24237,12798,12097,4202,4129
R,7,2023,18,4316191,2210932,2105259,1611249,1522728,323827,314399,34763,33392,126665,124298,6590,6406,107838,104036,1709850,1617669,379912,369029,58081,55713,166845,162611,14492,13996,1650201,1573620,1126452,1063394,294561,286349,17896,17358,120840,118846,4576,4511,85876,83162,1205288,1139537,339892,330767,32969,31807,154626,151156,10420,10172,560731,531639,484797,459334,29266,28050,16867,16034,5825,5452,2014,1895,21962,20874,504562,478132,40020,38262,25112,23906,12219,11455,4072,3824
R,7,2023,19,4350870,2228389,2122481,1630672,1539794,322064,313995,34160,32755,130477,128461,6470,6195,104546,101281,1726320,1632357,375655,366524,57048,54977,169700,166032,14225,13694,1677261,1597321,1152784,1084790,293657,286898,17864,17182,124768,123112,4593,4359,83595,80980,1229566,1159012,337150,329554,32898,31899,157838,154776,10380,9898,551128,525160,477888,455004,28407,27097,16296,15573,5709,5349,1877,1836,20951,20301,496754,473345,38505,36970,24150,23078,11862,11256,3845,3796
R,7,2023,20,4316961,2211202,2105759,1621116,1529770,318884,311967,33788,32055,131153,129025,6486,6184,99775,96758,1712095,1618113,369759,361370,56311,54043,168436,165065,14094,13328,1669535,1589406,1150931,1081295,290844,285813,17540,16890,125631,123710,4612,4404,79977,77294,1224117,1152139,332198,325851,32444,31421,157153,154054,10293,9790,541667,516353,470185,448475,28040,26154,16248,15165,5522,5315,1874,1780,19798,19464,487978,465974,37561,35519,23867,22622,11283,11011,3801,3538
R,7,2023,21,4460448,2269616,2190832,1662592,1591093,334004,330803,34688,33137,133059,131932,6416,6262,98857,97605,1752784,1679863,384258,381165,57579,56090,169570,167341,13822,13550,1717091,1658356,1182276,1127802,305392,303588,18294,17751,127547,126676,4605,4434,78977,78105,1254579,1199124,346244,344529,33321,33024,158282,156500,10205,9948,552525,532476,480316,463291,28612,27215,16394,15386,5512,5256,1811,1828,19880,19500,498205,480739,38014,36636,24258,23066,11288,10841,3617,3602
R,7,2023,22,4749449,2417712,2331737,1764207,1689114,359705,355249,36260,35063,147762,145568,6604,6576,103174,100167,1858067,1780328,411997,406480,60663,58668,185836,182033,14304,14117,1837289,1773041,1258756,1201847,329883,327169,19437,18960,142024,140197,4782,4599,82407,80269,1333864,1275156,372259,368950,35714,34787,174219,171056,10561,10280,580423,558696,505451,487267,29822,28080,16823,16103,5738,5371,1822,1977,20767,19898,524203,505172,39738,37530,24949,23881,11617,10977,3743,3837
R,7,2023,23,4691471,2397540,2293931,1748059,1658202,360330,353447,36443,34681,147081,144975,6713,6375,98914,96251,1838119,1745397,410333,402921,60732,58134,182801,179560,14126,13645,1829995,1752952,1253215,1186656,331526,326008,19756,18857,141492,139710,4845,4558,79161,77163,1325444,1256749,372142,366264,36027,34738,171797,168882,10478,10048,567545,540979,494844,471546,28804,27439,16687,15824,5589,5265,1868,1817,19753,19088,512675,488648,38191,36657,24705,23396,11004,10678,3648,3597
R,7,2023,24,4512421,2310409,2202012,1687827,1594760,343929,336541,34513,33173,143278,140886,6543,6016,94319,90636,1773455,1676825,391212,382628,57960,55884,177400,173338,14030,12997,1772933,1690330,1219310,1148812,316558,310577,18890,18154,137883,135758,4695,4329,75597,72700,1288110,1214785,355026,348231,34866,33722,166730,163021,10394,9653,537476,511682,468517,445948,27371,25964,15623,15019,5395,5128,1848,1687,18722,17936,485345,462040,36186,34397,23094,22162,10670,10317,3636,3344
R,7,2023,25,4425521,2268264,2157257,1653046,1556711,339267,330878,33764,32490,146090,144619,6427,5950,89670,86609,1734144,1635120,383818,374428,56560,54618,178437,175554,13460,12619,1747600,1664595,1198740,1126965,313094,306133,18322,17959,140915,139622,4699,4291,71830,69625,1263840,1190163,349336,341633,33835,33247,168287,165800,10099,9388,520664,492662,454306,429746,26173,24745,15442,14531,5175,4997,1728,1659,17840,16984,470304,444957,34482,32795,22725,21371,10150,9754,3361,3231
R,7,2023,26,4375376,2239273,2136103,1630434,1539697,333200,325839,33008,31444,150149,149547,6356,5841,86126,83735,1708313,1615068,375192,367345,55660,53690,181517,179549,13232,12558,1729938,1654880,1186255,1119789,307712,301998,17865,17307,145041,144715,4620,4254,68445,66817,1248321,1179999,341410,335551,33215,32584,171530,170056,9853,9382,509335,481223,444179,419908,25488,23841,15143,14137,5108,4832,1736,1587,17681,16918,459992,435069,33782,31794,22445,21106,9987,9493,3379,3176
R,7,2023,27,4380045,2240708,2139337,1632182,1540216,330542,325254,32711,30987,154768,155812,6445,6120,84060,80948,1708028,1613040,370844,364717,55524,53123,185505,185141,13259,12776,1737481,1662270,1192671,1123441,305678,301776,17850,17094,149802,150935,4673,4435,66807,64589,1253061,1181652,338015,333579,33340,32322,175830,175725,9916,9613,503227,477067,439511,416775,24864,23478,14861,13893,4966,4877,1772,1685,17253,16359,454967,431388,32829,31138,22184,20801,9675,9416,3343,3163
R,7,2023,28,4446033,2271166,2174867,1647232,1558971,345242,338880,32868,31555,157399,159705,6579,6441,81846,79315,1720530,1629799,383866,377385,55938,53807,187408,188345,13562,13193,1766813,1695995,1206387,1140777,319983,314846,18225,17507,152310,154854,4807,4709,65101,63302,1264683,1197385,350873,345794,34175,33044,177839,179069,10186,9956,504353,478872,440845,418194,25259,24034,14643,14048,5089,4851,1772,1732,16745,16013,455847,432414,32993,31591,21763,20763,9569,9276,3376,3237
R,7,2023,29,4528451,2311934,2216517,1669323,1580550,360882,354278,33394,32396,162405,164484,6635,6581,79295,78228,1739939,1650108,397388,391483,56525,55264,191828,192762,13707,13377,1803652,1734977,1224282,1160003,335236,329934,18824,18167,157530,159617,4885,4864,62895,62392,1280279,1215498,364315,359807,34860,34238,182480,183549,10362,10122,508282,481540,445041,420547,25646,24344,14570,14229,4875,4867,1750,1717,16400,15836,459660,434610,33073,31676,21665,21026,9348,9213,3345,3255
R,7,2023,30,4595219,2343811,2251408,1688526,1602027,371889,364118,34708,33195,165869,170043,6878,6655,75941,75370,1755899,1668792,406118,399180,57470,55963,194314,197514,13729,13380,1832923,1769784,1241364,1181067,345670,339739,19490,18916,161090,165177,5017,4904,60292,59981,1294877,1234216,372775,367589,35312,34924,185406,188582,10395,10134,510888,481624,447162,420960,26219,24379,15218,14279,4779,4866,1861,1751,15649,15389,461022,434576,33343,31591,22158,21039,8908,8932,3334,3246
R,7,2023,31,4694695,2387569,2307126,1721766,1641195,376606,373516,35986,33818,171722,177086,7116,6805,74373,74706,1787341,1706898,408794,407309,59048,56427,200067,205297,14115,13747,1870568,1821083,1269843,1217426,349987,347768,20236,19468,166799,172053,5111,5040,58592,59328,1321453,1269642,374980,374381,36278,35392,191022,196066,10613,10379,517001,486043,451923,423769,26619,25748,15750,14350,4923,5033,2005,1765,15781,15378,465888,437256,33814,32928,22770,21035,9045,9231,3502,3368
R,7,2023,32,4759751,2415830,2343921,1743652,1666569,378229,379215,35842,33138,179308,185165,7777,7184,71022,72650,1805358,1729816,408283,411925,57908,55043,207573,213414,14973,14284,1902622,1867303,1296684,1252928,350940,352666,19949,19179,174035,179812,5663,5357,55351,57361,1344591,1302755,373864,378216,35050,34436,198156,203807,11272,10972,513208,476618,446968,413641,27289,26549,15893,13959,5273,5353,2114,1827,15671,15289,460767,427061,34419,33709,22858,20607,9417,9607,3701,3312
R,7,2023,33,4769817,2418781,2351036,1753911,1675455,372434,377549,35394,32416,182732,189542,7972,7237,66338,68837,1811722,1735472,399770,407881,55919,53584,209623,216259,14699,13939,1907514,1881985,1307878,1268305,345440,350934,19406,18874,177461,184364,5748,5425,51581,54083,1352643,1315302,366095,374325,33433,33525,200444,207177,11013,10713,511267,469051,446033,407150,26994,26615,15988,13542,5271,5178,2224,1812,14757,14754,459079,420170,33675,33556,22486,20059,9179,9082,3686,3226
R,7,2023,34,4630076,2348845,2281231,1711124,1627743,351066,359744,34134,30816,182886,191779,7760,6873,61875,64276,1765007,1683632,376114,387585,53707,50531,207917,217260,14042,13257,1856419,1833128,1281405,1238358,325214,334218,18461,17872,177872,186664,5733,5194,47734,50822,1322833,1282384,343755,355777,31628,31667,199270,208554,10693,10247,492426,448103,429719,389385,25852,25526,15673,12944,5014,5115,2027,1679,14141,13454,442174,401248,32359,31808,22079,18864,8647,8706,3349,3010
R,7,2023,35,4543268,2303642,2239626,1694861,1613006,330342,340724,33656,30300,178435,187632,7729,6803,58619,61161,1745708,1666251,353414,366969,52095,49181,202678,211946,13944,12951,1810924,1795793,1263445,1226927,305564,315798,17870,17263,173585,182811,5601,5139,44859,47855,1302194,1268511,322410,335680,30059,30297,194309,203624,10443,10029,492718,443833,431416,386079,24778,24926,15786,13037,4850,4821,2128,1664,13760,13306,443514,397740,31004,31289,22036,18884,8369,8322,3501,2922
R,7,2023,36,4488026,2279713,2208313,1690401,1598564,318272,329873,32628,29362,175667,184536,7600,6761,55145,59217,1738288,1650134,339929,354964,50387,48116,198328,208052,13350,12614,1791788,1768909,1261882,1215752,294305,305585,17255,16699,170815,179861,5459,5006,42072,46006,1298184,1255664,309966,324433,29051,29553,190232,200004,10039,9627,487925,439404,428519,382812,23967,24288,15373,12663,4852,4675,2141,1755,13073,13211,440104,394470,29963,30531,21336,18563,8096,8048,3311,2987
R,7,2023,37,4492802,2283203,2209599,1703264,1608401,310607,324533,32312,29169,175570,184144,7721,6907,53729,56445,1749831,1657239,331148,348013,49887,47513,197672,206608,13568,12696,1791087,1770574,1270693,1225133,286643,300429,16563,16369,170737,179572,5530,5228,40921,43843,1305975,1262884,301381,318031,28227,29118,189623,198732,10157,9841,492116,439025,432571,383268,23964,24104,15749,12800,4833,4572,2191,1679,12808,12602,443856,394355,29767,29982,21660,18395,8049,7876,3411,2855
R,7,2023,38,4485876,2276118,2209758,1705094,1612228,305824,321067,31600,28898,174337,185246,7612,6867,51651,55452,1749836,1660274,325242,343428,48884,47251,195572,207626,13317,12645,1785104,1771219,1272852,1229165,282487,297108,16106,16188,169560,180749,5394,5220,38705,42789,1306117,1266062,296093,313494,27396,28870,187606,199906,9871,9794,491014,438539,432242,383063,23337,23959,15494,12710,4777,4497,2218,1647,12946,12663,443719,394212,29149,29934,21488,18381,7966,7720,3446,2851
R,7,2023,39,4387876,2222217,2165659,1667781,1581174,293129,311523,31180,28482,173299,184257,7329,6651,49499,53572,1710589,1627497,311570,332545,48025,46551,193737,206197,12777,12383,1743008,1732497,1245646,1202189,270579,288412,15868,15821,168529,179923,5243,4974,37143,41178,1277552,1237626,283487,303700,26943,28285,185889,198589,9510,9513,479209,433162,422135,378985,22550,23111,15312,12661,4770,4334,2086,1677,12356,12394,433037,389871,28083,28845,21082,18266,7848,7608,3267,2870
R,7,2023,40,4448988,2251169,2197819,1695705,1608577,295634,315518,31748,29009,170857,184224,7399,6805,49826,53686,1738841,1654828,313983,336517,48794,47522,191336,205951,12911,12592,1765577,1756570,1267376,1223136,273063,291431,16047,16027,166158,179732,5321,5104,37612,41140,1299682,1258389,285931,306643,27452,28758,183556,198241,9667,9674,485592,441249,428329,385441,22571,24087,15701,12982,4699,4492,2078,1701,12214,12546,439159,396439,28052,29874,21342,18764,7780,7710,3244,2918
R,7,2023,41,4440237,2244833,2195404,1695611,1609908,293597,315390,31220,28247,168523,182862,7416,6709,48466,52288,1737513,1654894,311342,336054,48253,46550,188193,203731,12858,12315,1760621,1752418,1268477,1221969,270992,291669,15772,15373,163848,178234,5316,4963,36216,40210,1299521,1256382,283351,306753,27027,28079,180398,195987,9588,9420,484212,442986,427134,387939,22605,23721,15448,12874,4675,4628,2100,1746,12250,12078,437992,398512,27991,29301,21226,18471,7795,7744,3270,2895
R,7,2023,42,4376199,2211349,2164850,1677542,1592038,289167,312047,30281,28042,159591,175338,7162,6274,47606,51111,1718494,1636124,306593,332350,47166,45981,178876,195443,12525,11750,1736454,1729166,1258192,1210622,267356,288554,15149,15503,154917,170828,5122,4621,35718,39038,1288694,1244072,279508,303192,26401,27885,171251,187946,9325,9017,474895,435684,419350,381416,21811,23493,15132,12539,4674,4510,2040,1653,11888,12073,429800,392052,27085,29158,20765,18096,7625,7497,3200,2733
R,7,2023,43,4356601,2199915,2156686,1665633,1581406,293493,317373,30554,27873,156652,173162,7132,6460,46451,50412,1705662,1624750,310468,337377,47597,45890,175154,192915,12426,11949,1721044,1721505,1243327,1200323,271285,293891,15200,15381,151985,168698,4974,4835,34273,38377,1272620,1233051,282892,308251,26435,27884,167389,185407,9120,9192,478871,435181,422306,381083,22208,23482,15354,12492,4667,4464,2158,1625,12178,12035,433042,391699,27576,29126,21162,18006,7765,7508,3306,2757
R,7,2023,44,4176142,2102736,2073406,1595728,1521722,277534,304224,28678,26217,150967,168074,6364,5914,43465,47255,1633121,1562305,293333,322727,44495,43216,168342,186669,11348,10994,1656120,1658803,1201051,1158896,256904,281642,14588,14299,146758,163850,4502,4364,32317,35752,1228597,1189380,267742,294696,25058,26003,161438,179601,8419,8406,446616,414603,394677,362826,20630,22582,14090,11918,4209,4224,1862,1550,11148,11503,404524,372925,25591,28031,19437,17213,6904,7068,2929,2588
R,7,2023,45,4080664,2052826,2027838,1566167,1495424,266196,292746,27677,26015,145164,162621,6114,5588,41508,45444,1601737,1534245,281057,310382,43023,42737,161878,180538,10634,10406,1611181,1616604,1174713,1134478,246405,271124,14005,14197,141041,158333,4378,4152,30639,34320,1200673,1163534,256521,283530,24161,25745,155031,173534,7913,8005,441645,411234,391454,360946,19791,21622,13672,11818,4123,4288,1736,1436,10869,11124,401064,370711,24536,26852,18862,16992,6847,7004,2721,2401
R,7,2023,46,4026975,2020487,2006488,1542998,1480064,260414,289099,27520,25594,143846,162171,5970,5628,39739,43932,1577195,1517490,274553,305903,42512,42034,159588,179514,10419,10422,1587859,1597422,1159163,1119969,241435,267842,14170,14316,139598,158002,4222,4130,29271,33163,1184054,1147975,250885,279650,24222,25743,152757,172585,7677,7910,432628,409066,383835,360095,18979,21257,13350,11278,4248,4169,1748,1498,10468,10769,393141,369515,23668,26253,18290,16291,6831,6929,2742,2512
R,7,2023,47,3887095,1950521,1936574,1487434,1429761,249033,276036,26498,24516,143976,159962,5543,5313,38037,40986,1520141,1464599,262132,291529,41016,40121,159250,176238,9870,9709,1529353,1536294,1113040,1076575,230824,255526,13497,13409,139973,155855,4005,3905,28014,31024,1136860,1102704,239499,266391,23217,24321,152821,169608,7385,7407,421168,400280,374394,353186,18209,20510,13001,11107,4003,4107,1538,1408,10023,9962,383281,361895,22633,25138,17799,15800,6429,6630,2485,2302
R,7,2023,48,3926967,1969031,1957936,1506160,1449980,249931,278269,26154,24631,145377,160537,5709,5105,35700,39414,1536505,1483400,262175,292863,40112,39749,159674,176295,9815,9282,1553298,1562288,1134960,1099296,232680,258985,13352,13611,141420,156615,4163,3795,26723,29986,1157415,1124448,241053,269183,22850,24204,153584,170103,7432,7125,415733,395648,371200,350684,17251,19284,12802,11020,3957,3922,1546,1310,8977,9428,379090,358952,21122,23680,17262,15545,6090,6192,2383,2157
R,7,2023,49,3848924,1927696,1921228,1475719,1423579,243174,272317,25697,23974,143629,158547,5241,5044,34236,37767,1504801,1455423,254782,286249,39200,38677,157410,173599,9206,9139,1527404,1536291,1117410,1081397,226961,253824,13168,13380,140064,154856,3876,3751,25925,29083,1139215,1105646,234912,263775,22550,23922,151877,167784,7065,7036,400292,384937,358309,342182,16213,18493,12529,10594,3565,3691,1365,1293,8311,8684,365586,349777,19870,22474,16650,14755,5533,5815,2141,2103
R,7,2023,50,3896067,1947967,1948100,1491075,1444050,249511,279151,25214,24297,143029,158515,5228,4945,33910,37142,1519804,1475302,260669,292705,38761,39051,156768,173365,9117,8931,1556080,1568397,1140060,1106383,233653,261088,13180,13677,139491,154775,3900,3723,25796,28751,1161686,1130314,241294,270817,22667,24412,151360,167534,7018,6918,391887,379703,351015,337667,15858,18063,12034,10620,3538,3740,1328,1222,8114,8391,358118,344988,19375,21888,16094,14639,5408,5831,2099,2013
