UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2022,9,4027580,2058093,1969487,1450057,1383483,313677,305223,34852,33673,127893,120925,6994,6752,124620,119431,1564340,1492992,380246,369669,59325,57246,175196,165648,16166,15475,1535804,1464800,1013572,961744,280331,273083,16604,15957,121122,114250,4585,4369,99590,95397,1105353,1049657,333996,325112,32531,31300,160718,151574,11332,10768,522289,504687,436485,421739,33346,32140,18248,17716,6771,6675,2409,2383,25030,24034,458987,443335,46250,44557,26794,25946,14478,14074,4834,4707
R,1,2022,10,4038948,2070254,1968694,1468508,1392088,314988,304780,35246,33943,121111,114203,6716,6436,123685,117244,1582000,1499592,381406,367962,59917,57435,167424,157927,15775,15011,1539072,1459228,1022931,965018,282054,273083,16785,15904,114426,107818,4316,4114,98560,93291,1113837,1051004,335539,323922,32827,31118,153012,144202,10942,10350,531182,509466,445577,427070,32934,31697,18461,18039,6685,6385,2400,2322,25125,23953,468163,448588,45867,44040,27090,26317,14412,13725,4833,4661
R,1,2022,11,4129407,2116843,2012564,1510689,1431974,321181,309824,33720,32545,119678,113375,6589,6233,124986,118613,1625546,1540866,388115,373818,58978,56834,166141,156946,15690,14733,1566425,1485119,1042581,983647,290145,279366,16973,16499,113207,107410,4353,4147,99166,94050,1134134,1070365,343846,330662,33258,32215,151859,143691,11014,10366,550418,527445,468108,448327,31036,30458,16747,16046,6471,5965,2236,2086,25820,24563,491412,470501,44269,43156,25720,24619,14282,13255,4676,4367
R,1,2022,12,4168993,2134972,2034021,1531287,1452068,323538,312839,33793,32422,117539,112430,6416,6305,122399,117957,1643870,1560390,389375,376987,58344,56199,162744,155387,15108,14753,1579951,1502596,1057082,998448,292652,282908,17534,16904,111290,106446,4359,4239,97034,93651,1146799,1084841,345580,334494,33332,32316,148800,142213,10731,10415,555021,531425,474205,453620,30886,29931,16259,15518,6249,5984,2057,2066,25365,24306,497071,475549,43795,42493,25012,23883,13944,13174,4377,4338
R,1,2022,13,4343504,2225356,2118148,1600536,1516086,340177,328907,34799,33102,120178,115081,6651,6532,123015,118440,1713491,1624881,406542,393582,59572,56801,164958,157691,15540,14931,1649380,1569212,1106813,1045759,308113,298366,18078,17420,113850,109069,4533,4403,97993,94195,1197092,1132733,361802,350756,34127,32569,151312,144598,11055,10510,575976,548936,493723,470327,32064,30541,16721,15682,6328,6012,2118,2129,25022,24245,516399,492148,44740,42826,25445,24232,13646,13093,4485,4421
R,1,2022,14,4394358,2251647,2142711,1625679,1540265,340520,329721,35577,34310,122738,116418,6690,6500,120443,115497,1736142,1646120,405157,392549,60274,57949,166760,158042,15468,14790,1668204,1586322,1124340,1062472,308859,299273,18240,17964,116433,110621,4556,4342,95776,91650,1212590,1146768,361076,349967,34199,33152,153130,145283,11044,10416,583443,556389,501339,477793,31661,30448,17337,16346,6305,5797,2134,2158,24667,23847,523552,499352,44081,42582,26075,24797,13630,12759,4424,4374
R,1,2022,15,4354641,2230612,2124029,1617583,1534563,335644,324320,35617,33585,119467,114019,6468,6348,115833,111194,1723774,1636456,397096,384121,59671,56720,162198,154105,14997,14416,1656835,1575741,1123414,1062680,305132,294637,18255,17531,113281,108268,4443,4260,92310,88365,1208398,1143957,354922,343214,33840,32425,148989,141684,10705,10169,573777,548288,494169,471883,30512,29683,17362,16054,6186,5751,2025,2088,23523,22829,515376,492499,42174,40907,25831,24295,13209,12421,4292,4247
R,1,2022,16,4289757,2196462,2093295,1604317,1517305,323217,315135,34547,33401,118353,115923,6468,6383,109560,105148,1704618,1613459,380651,370753,57897,55674,158934,154670,14467,13996,1638223,1561564,1122027,1058041,294045,287048,17941,17575,112592,110514,4379,4387,87239,83999,1202208,1135103,340598,332289,33049,31958,146644,143067,10270,10042,558239,531731,482290,459264,29172,28087,16606,15826,5761,5409,2089,1996,22321,21149,502410,478356,40053,38464,24848,23716,12290,11603,4197,3954
R,1,2022,17,4287102,2195250,2091852,1607187,1519915,320484,310954,34100,32490,121632,120083,6445,6123,105402,102287,1703576,1613298,375094,364332,56971,54742,160976,157778,14222,13654,1648556,1570954,1133509,1069107,292172,283910,18011,16982,115857,114673,4529,4297,84478,81985,1211105,1144188,336546,327448,33097,31652,148994,146507,10311,9907,546694,520898,473678,450808,28312,27044,16089,15508,5775,5410,1916,1826,20924,20302,492471,469110,38548,36884,23874,23090,11982,11271,3911,3747
R,1,2022,18,4303421,2204308,2099113,1621109,1530142,318125,310021,33269,32223,123587,122087,6286,5944,101932,98696,1714298,1620320,370256,360847,55980,54207,161637,158770,13917,13294,1665930,1585174,1153810,1084355,290466,283758,17595,17039,118041,116779,4413,4193,81605,79050,1228676,1156866,332908,325170,32586,31661,150114,147577,10122,9674,538378,513939,467299,445787,27659,26263,15674,15184,5546,5308,1873,1751,20327,19646,485622,463454,37348,35677,23394,22546,11523,11193,3795,3620
R,1,2022,19,4332995,2214746,2118249,1627542,1542501,322892,317586,33885,32358,125669,124130,6314,6070,98444,95604,1717266,1629554,372976,366668,56458,54394,162229,159289,13849,13239,1676410,1602951,1159723,1094186,295212,291533,17901,17366,120118,119021,4495,4277,78961,76568,1231924,1164214,336067,331501,32854,31989,150941,148622,10165,9659,538336,515298,467819,448315,27680,26053,15984,14992,5551,5109,1819,1793,19483,19036,485342,465340,36909,35167,23604,22405,11288,10667,3684,3580
R,1,2022,20,4564712,2321184,2243528,1705086,1635673,343647,340164,35197,33576,130461,129134,6339,6239,100454,98742,1796638,1725640,394874,390942,58777,56983,167223,164789,13823,13594,1763733,1705181,1219951,1166437,315053,312996,18871,18318,125021,123785,4502,4362,80335,79283,1293371,1238933,356720,354561,34551,34026,156007,153896,10160,9932,557451,538347,485135,469236,28594,27168,16326,15258,5440,5349,1837,1877,20119,19459,503267,486707,38154,36381,24226,22957,11216,10893,3663,3662
R,1,2022,21,4770078,2434891,2335187,1779902,1693431,366963,360475,36769,35288,142153,140179,6675,6484,102429,99330,1873181,1783640,418741,411408,61395,59115,179737,176092,14281,13922,1856977,1782794,1275935,1212043,337751,332438,19968,19195,136397,134751,4826,4567,82100,79800,1350823,1284750,379902,374018,36480,35397,168232,165049,10597,10147,577914,552393,503967,481388,29212,28037,16801,16093,5756,5428,1849,1917,20329,19530,522358,498890,38839,37390,24915,23718,11505,11043,3684,3775
R,1,2022,22,4515657,2312723,2202934,1696258,1603105,347108,338736,34850,33284,133133,130220,6402,6008,94972,91581,1782592,1686059,395358,385806,58384,55885,167018,162775,13729,13072,1771939,1688910,1224487,1154830,319719,312630,19190,18488,127817,125207,4576,4298,76150,73457,1293907,1221497,359061,351145,35143,33880,156484,152578,10109,9660,540784,514024,471771,448275,27389,26106,15660,14796,5316,5013,1826,1710,18822,18124,488685,464562,36297,34661,23241,22005,10534,10197,3620,3412
R,1,2022,23,4447069,2280223,2166846,1671685,1574462,342389,334010,33878,32598,133879,131411,6275,5848,92117,88517,1755146,1654674,388370,378956,56982,55199,167047,162724,13652,12639,1755077,1669110,1213661,1140362,315690,308893,18672,18026,128588,126461,4521,4189,73945,71179,1280838,1205043,353198,345640,34445,33637,156617,152826,10162,9401,525146,497736,458024,434100,26699,25117,15206,14572,5291,4950,1754,1659,18172,17338,474308,449631,35172,33316,22537,21562,10430,9898,3490,3238
R,1,2022,24,4329758,2222770,2106988,1623931,1526834,333125,323903,32858,31408,139878,135165,6230,5717,86748,83961,1702407,1602627,375914,365869,55339,53377,171263,165178,13052,12231,1717748,1630726,1183128,1111124,307987,300082,17982,17589,134736,130361,4513,4135,69402,67435,1246058,1172083,342686,334328,33427,32843,161217,155720,9718,9111,505022,476262,440803,415710,25138,23821,14876,13819,5142,4804,1717,1582,17346,16526,456349,430544,33228,31541,21912,20534,10046,9458,3334,3120
R,1,2022,25,4334213,2222151,2112062,1626206,1530215,328504,321975,32582,31033,144017,141162,6329,5769,84513,81908,1702594,1603888,369411,362318,55130,53015,174747,170594,13156,12505,1722410,1642317,1189611,1120083,303784,298909,17958,17256,139102,136402,4562,4158,67393,65509,1250686,1179112,336739,331650,33263,32417,165181,161251,9792,9346,499741,469745,436595,410132,24720,23066,14624,13777,4915,4760,1767,1611,17120,16399,451908,424776,32672,30668,21867,20598,9566,9343,3364,3159
R,1,2022,26,4369303,2239205,2130098,1632820,1539235,336208,327828,32560,30818,148783,146786,6479,6150,82355,79281,1706842,1610268,375434,366606,55568,52845,178764,175219,13282,12881,1740881,1658903,1197396,1127514,311369,304466,18060,17077,143841,141957,4715,4448,65500,63441,1256296,1184507,342932,335777,33911,32394,169197,165969,9981,9686,498324,471195,435424,411721,24839,23362,14500,13741,4942,4829,1764,1702,16855,15840,450546,425761,32502,30829,21657,20451,9567,9250,3301,3195
R,1,2022,27,4434568,2267174,2167394,1645872,1557185,350084,343508,32828,31681,151838,150514,6525,6402,80027,78104,1717416,1626794,387438,381135,56009,54173,180996,178594,13562,13037,1769013,1696626,1210255,1146061,324986,319744,18490,17731,146912,145823,4787,4719,63583,62548,1267104,1201809,354862,350164,34572,33582,171658,169612,10216,9871,498161,470768,435617,411124,25098,23764,14338,13950,4926,4691,1738,1683,16444,15556,450312,424985,32576,30971,21437,20591,9338,8982,3346,3166
R,1,2022,28,4510863,2305983,2204880,1669007,1577185,363595,355656,33711,32565,156416,157088,6676,6407,76578,75979,1736982,1644578,398737,391649,56272,55154,184893,184405,13557,13099,1803767,1732070,1229084,1163824,338132,331903,19118,18685,151619,152303,4842,4718,60972,60637,1283237,1217665,366239,360754,34865,34658,175762,175429,10175,9911,502216,472810,439923,413361,25463,23753,14593,13880,4797,4785,1834,1689,15606,15342,453745,426913,32498,30895,21407,20496,9131,8976,3382,3188
R,1,2022,29,4621823,2359447,2262376,1706714,1617853,374447,365872,35268,33372,160997,164448,6754,6517,75267,74314,1773356,1683621,407580,399755,58337,56051,189402,191862,13652,13273,1848672,1782639,1259315,1198185,348597,341502,20000,19243,156159,159628,4909,4769,59692,59312,1312158,1250705,374696,368484,36160,35315,180459,183026,10322,10015,510775,479737,447399,419668,25850,24370,15268,14129,4838,4820,1845,1748,15575,15002,461198,432916,32884,31271,22177,20736,8943,8836,3330,3258
R,1,2022,30,4683412,2377825,2305587,1719098,1643407,375821,375560,35861,33074,167887,173043,7477,6891,71681,73612,1781718,1707587,406770,408797,58139,55314,195545,201374,14566,13988,1871112,1831667,1276987,1231446,349245,349541,20287,19326,162917,167838,5413,5084,56263,58432,1326055,1282349,373186,375672,35678,34963,186483,191911,10988,10624,506713,473920,442111,411961,26576,26019,15574,13748,4970,5205,2064,1807,15418,15180,455663,425238,33584,33125,22461,20351,9062,9463,3578,3364
R,1,2022,31,4766039,2422174,2343865,1759589,1676539,375450,376853,35642,32736,175269,180190,7722,7139,68502,70408,1819179,1737960,403878,408190,57091,54221,202828,207488,14706,14036,1909558,1873976,1312397,1268622,348497,350371,19748,19100,169986,174970,5528,5314,53402,55599,1358661,1317016,370133,374865,34429,34065,193528,198189,10989,10737,512616,469889,447192,407917,26953,26482,15894,13636,5283,5220,2194,1825,15100,14809,460518,420944,33745,33325,22662,20156,9300,9299,3717,3299
R,1,2022,32,4662210,2368192,2294018,1725492,1639853,361765,366909,34726,31414,174767,182816,7894,6914,63548,66112,1780958,1697387,387754,395910,54694,51769,200328,208650,14278,13417,1872663,1842444,1293094,1247543,335606,341395,19053,18472,169691,177659,5744,5203,49475,52172,1336118,1292788,355241,363932,32742,32637,191582,199761,10770,10382,495529,451574,432398,392310,26159,25514,15673,12942,5076,5157,2150,1711,14073,13940,444840,404599,32513,31978,21952,19132,8746,8889,3508,3035
R,1,2022,33,4576440,2321978,2254462,1703532,1620021,339767,348967,34019,30585,177200,185566,7651,6953,59809,62370,1755434,1674244,363579,375859,52896,49839,201711,210339,13875,13126,1831559,1811802,1274697,1235175,314653,324027,18343,17687,172223,180525,5581,5247,46062,49141,1314542,1277792,332218,344608,30980,31165,193189,201760,10476,10146,490419,442660,428835,384846,25114,24940,15676,12898,4977,5041,2070,1706,13747,13229,440892,396452,31361,31251,21916,18674,8522,8579,3399,2980
R,1,2022,34,4481822,2277771,2204051,1687266,1595325,322195,332579,32805,29599,171213,179996,7687,6725,56605,59827,1736251,1647439,344610,357966,50855,48264,194440,203760,13785,12793,1792072,1768812,1261135,1216208,298145,308452,17503,16976,166397,175300,5534,5051,43358,46825,1298427,1256894,314568,327752,29514,29882,186253,195688,10351,9835,485699,435239,426131,379117,24050,24127,15302,12623,4816,4696,2153,1674,13247,13002,437824,390545,30042,30214,21341,18382,8187,8072,3434,2958
R,1,2022,35,4462404,2268979,2193425,1691958,1596672,312641,325060,32384,29137,170315,178521,7590,6763,54091,57272,1738998,1646308,333396,349206,50027,47755,192596,201178,13321,12457,1782730,1758940,1264667,1217796,288920,300978,17029,16492,165494,173999,5431,5025,41189,44650,1300318,1256307,303821,319293,28737,29344,184531,193368,9965,9566,486249,434485,427291,378876,23721,24082,15355,12645,4821,4522,2159,1738,12902,12622,438680,390001,29575,29913,21290,18411,8065,7810,3356,2891
R,1,2022,36,4493953,2285822,2208131,1713200,1614345,309709,322311,32158,29095,170435,179649,7664,6835,52656,55896,1758748,1662778,329882,345164,49712,47385,191873,202035,13372,12733,1793030,1770778,1279809,1232382,285982,298471,16369,16425,165644,175049,5467,5198,39759,43253,1313956,1269683,300341,315382,27945,29153,183880,194157,9948,9881,492792,437353,433391,381963,23727,23840,15789,12670,4791,4600,2197,1637,12897,12643,444792,393095,29541,29782,21767,18232,7993,7878,3424,2852
R,1,2022,37,4422690,2242820,2179870,1684555,1594230,298411,315429,31419,28636,170471,180798,7395,6554,50569,54223,1728352,1641062,317223,337080,48491,46725,191246,202880,13077,12285,1760908,1747692,1260118,1216471,275751,292105,16127,16020,165663,176397,5243,4872,38006,41827,1292810,1252475,289013,307918,27347,28514,183321,195216,9698,9426,481912,432178,424437,377759,22660,23324,15292,12616,4808,4401,2152,1682,12563,12396,435542,388587,28210,29162,21144,18211,7925,7664,3379,2859
R,1,2022,38,4393983,2227132,2166851,1677713,1586770,293021,311540,31340,28444,168579,180278,7319,6658,49160,53161,1720213,1632676,311251,332286,48112,46690,188867,201846,12733,12405,1749631,1735207,1256760,1209334,270741,288295,15938,15766,163951,175981,5255,5002,36986,40829,1288506,1244394,283514,303459,27082,28364,181132,194316,9495,9526,477501,431644,420953,377436,22280,23245,15402,12678,4628,4297,2064,1656,12174,12332,431707,388282,27737,28827,21030,18326,7735,7530,3238,2879
R,1,2022,39,4465010,2262178,2202832,1708087,1616170,296882,316469,31993,28986,168417,181069,7393,6814,49406,53324,1750819,1662115,315017,337426,49227,47559,188519,202456,12979,12512,1771884,1759548,1275427,1228446,274117,292489,16212,16034,163655,176479,5300,5070,37173,41030,1307326,1263571,286817,307787,27684,28942,180704,194685,9715,9610,490294,443284,432660,387724,22765,23980,15781,12952,4762,4590,2093,1744,12233,12294,443493,398544,28200,29639,21543,18617,7815,7771,3264,2902
R,1,2022,40,4368126,2209194,2158932,1674749,1588089,288793,310465,30318,27761,160545,175140,7214,6348,47575,51129,1715756,1632112,306117,330697,47290,45707,179775,195390,12473,11900,1738296,1726468,1259224,1209363,266978,287413,15244,15240,155993,170623,5148,4649,35709,39180,1289764,1242950,279120,302150,26558,27633,172227,187814,9262,9038,470898,432464,415525,378726,21815,23052,15074,12521,4552,4517,2066,1699,11866,11949,425992,389162,26997,28547,20732,18074,7548,7576,3211,2862
R,1,2022,41,4419886,2237226,2182660,1697172,1604217,297322,319666,31083,28420,156669,172745,7322,6401,47658,51211,1738184,1648289,314807,339903,48092,46649,175959,192846,12812,11932,1752136,1742619,1268670,1218730,275216,296072,15635,15713,151890,168211,5153,4737,35572,39156,1299036,1252179,287365,310717,26940,28396,168083,185268,9480,9167,485090,440041,428502,385487,22106,23594,15448,12707,4779,4534,2169,1664,12086,12055,439148,396110,27442,29186,21152,18253,7876,7578,3332,2765
R,1,2022,42,4250241,2146471,2103770,1629120,1545345,285019,309473,29635,26963,151225,167214,6609,6136,44863,48639,1667794,1587067,301317,328766,46142,44420,168975,186250,11737,11418,1685427,1682402,1222326,1176250,263692,286763,14807,14836,146836,162969,4617,4599,33149,36985,1250665,1207732,274851,300512,25697,26967,161679,179078,8633,8795,461044,421368,406794,369095,21327,22710,14828,12127,4389,4245,1992,1537,11714,11654,417129,379335,26466,28254,20445,17453,7296,7172,3104,2623
R,1,2022,43,4115896,2072633,2043263,1577022,1503434,272563,298412,27949,26121,146558,163670,6192,5666,42349,45960,1613357,1542857,287889,316253,43536,42903,163526,181770,10843,10567,1630802,1632734,1185980,1143751,252444,276464,14266,14246,142326,159358,4418,4160,31368,34755,1212594,1173321,262991,289110,24605,25806,156544,174673,8062,8069,441831,410529,391042,359683,20119,21948,13683,11875,4232,4312,1774,1506,10981,11205,400763,369536,24898,27143,18931,17097,6982,7097,2781,2498
R,1,2022,44,4086763,2054557,2032206,1571460,1502150,266035,293309,28122,26327,141842,159868,6110,5718,40988,44834,1606603,1540389,280717,310714,43602,43004,158096,177404,10677,10533,1614169,1619655,1180883,1139429,246758,271853,14375,14566,137596,155674,4351,4213,30206,33920,1206482,1168115,256678,284124,24661,26135,151216,170532,7912,8046,440388,412551,390577,362721,19277,21456,13747,11761,4246,4194,1759,1505,10782,10914,400121,372274,24039,26590,18941,16869,6880,6872,2765,2487
R,1,2022,45,3940014,1978635,1961379,1510816,1449195,253383,280218,27005,24882,142689,159303,5772,5287,38970,42494,1544335,1485296,266798,296369,41667,40963,158400,176114,10271,9904,1552624,1558646,1132354,1094025,234861,259713,13880,13763,138585,155196,4127,3861,28817,32088,1156851,1121003,243821,271076,23708,24975,151803,169330,7626,7533,426011,402733,378462,355170,18522,20505,13125,11119,4104,4107,1645,1426,10153,10406,387484,364293,22977,25293,17959,15988,6597,6784,2645,2371
R,1,2022,46,3911859,1964864,1946995,1499167,1437443,252249,279102,26594,24777,144472,160303,5512,5245,36870,40125,1530749,1471564,265146,294098,40876,40084,159130,176305,9593,9556,1544702,1549461,1125134,1086043,234289,259197,13575,13682,140480,156247,3978,3883,27246,30409,1148182,1111692,242912,269675,23244,24373,152809,169804,7197,7298,420162,397534,374033,351400,17960,19905,13019,11095,3992,4056,1534,1362,9624,9716,382567,359872,22234,24423,17632,15711,6321,6501,2396,2258
R,1,2022,47,3917082,1967056,1950026,1508347,1448627,249012,276766,26381,24392,142836,156528,5559,4997,34921,38716,1537987,1481363,260883,291090,40153,39498,156791,171872,9659,9076,1554736,1557818,1139458,1100257,232322,258040,13508,13539,139005,152731,4060,3678,26383,29573,1161660,1124978,240578,268161,22932,24221,150957,165892,7323,6940,412320,392208,368889,348370,16690,18726,12873,10853,3831,3797,1499,1319,8538,9143,376327,356385,20305,22929,17221,15277,5834,5980,2336,2136
R,1,2022,48,3857795,1933974,1923821,1481222,1426352,245636,274111,25235,24055,142648,157168,5163,4984,34070,37151,1510113,1457613,257035,287718,38729,38573,156447,172058,9080,9034,1541281,1545576,1129514,1090040,229831,256139,13056,13509,139149,153455,3822,3713,25909,28720,1151236,1113951,237637,265908,22509,24012,151013,166253,7000,6945,392693,378245,351708,336312,15805,17972,12179,10546,3499,3713,1341,1271,8161,8431,358877,343662,19398,21810,16220,14561,5434,5805,2080,2089
R,1,2022,49,4003993,2006964,1997029,1539964,1484759,257801,286595,26069,24546,143665,158814,5213,4993,34252,37322,1568958,1516122,268819,300007,40087,39645,157475,173628,9161,9047,1611018,1615353,1185014,1145132,242080,268567,13668,13888,140066,155100,3907,3716,26283,28950,1207035,1169158,249747,278206,23654,24907,152011,167885,7048,7017,395946,381676,354950,339627,15721,18028,12401,10658,3599,3714,1306,1277,7969,8372,361923,346964,19072,21801,16433,14738,5464,5743,2113,2030
R,1,2022,50,4196991,2108180,2088811,1641485,1576164,263568,292598,25790,24898,138130,152657,5277,4804,33930,37690,1670096,1607914,274419,305897,39965,40597,151622,167220,9205,8944,1721897,1716543,1295019,1244618,248155,275316,14049,14428,134481,149123,3905,3634,26288,29424,1316936,1269149,255807,284876,24336,26078,146174,161736,7101,7004,386283,372268,346466,331546,15413,17282,11741,10470,3649,3534,1372,1170,7642,8266,353160,338765,18612,21021,15629,14519,5448,5484,2104,1940
