UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2023,9,4013702,2054749,1958953,1446893,1374567,314851,305669,35380,33933,125082,118058,6919,6624,125624,120102,1562193,1484751,382379,371167,59954,57382,172416,162605,16106,15202,1531060,1456800,1010572,956291,280825,273052,16523,15728,118201,111477,4534,4298,100405,95954,1103206,1044771,335315,326014,32517,30956,157752,148620,11267,10561,523689,502153,436321,418276,34026,32617,18857,18205,6881,6581,2385,2326,25219,24148,458987,439980,47064,45153,27437,26426,14664,13985,4839,4641
R,1,2023,10,4040952,2064902,1976050,1453528,1386964,314918,306465,35017,33777,129527,122413,7027,6778,124885,119653,1568046,1496673,381607,371007,59538,57399,176966,167243,16215,15514,1539403,1468041,1014391,962419,281335,274050,16604,15954,122728,115729,4617,4391,99728,95498,1106293,1050421,335027,326098,32530,31296,162447,153144,11375,10797,525499,508009,439137,424545,33583,32415,18413,17823,6799,6684,2410,2387,25157,24155,461753,446252,46580,44909,27008,26103,14519,14099,4840,4717
R,1,2023,11,4052090,2076952,1975138,1471977,1395510,316203,306035,35407,34064,122713,115611,6737,6476,123915,117442,1585676,1503188,382729,369310,60115,57604,169145,159418,15806,15064,1542487,1462332,1023597,965647,283092,274051,16781,15898,115992,109222,4337,4146,98688,93368,1114610,1051698,336602,324902,32827,31110,154688,145678,10974,10390,534465,512806,448380,429863,33111,31984,18626,18166,6721,6389,2400,2330,25227,24074,471066,451490,46127,44408,27288,26494,14457,13740,4832,4674
R,1,2023,12,4142234,2123430,2018804,1514228,1435323,322382,310948,33893,32697,121104,114752,6618,6311,125205,118773,1629278,1544362,389413,375013,59188,57017,167683,158400,15736,14819,1569634,1488089,1043240,984205,291160,280284,16967,16497,114608,108776,4380,4202,99279,94125,1134888,1070990,344881,331592,33253,32210,153363,145126,11051,10428,553796,530715,470988,451118,31222,30664,16926,16200,6496,5976,2238,2109,25926,24648,494390,473372,44532,43421,25935,24807,14320,13274,4685,4391
R,1,2023,13,4181366,2141427,2039939,1534721,1455097,324753,313942,33972,32574,118958,113839,6466,6379,122557,118108,1647447,1563554,390669,378166,58559,56383,164229,156863,15166,14838,1583031,1505516,1057689,998953,293646,283821,17530,16896,112677,107839,4401,4290,97088,93717,1147455,1085402,346579,335420,33323,32305,150244,143666,10778,10473,558396,534423,477032,456144,31107,30121,16442,15678,6281,6000,2065,2089,25469,24391,499992,478152,44090,42746,25236,24078,13985,13197,4388,4365
R,1,2023,14,4356397,2232023,2124374,1604022,1519283,341383,330095,34979,33284,121756,116577,6707,6576,123176,118559,1717122,1628183,407823,394820,59784,57008,166613,159243,15605,14987,1652488,1572291,1107293,1046323,309105,299342,18073,17414,115380,110548,4580,4443,98057,94221,1197627,1133314,362800,351723,34118,32554,152907,146125,11109,10556,579535,552083,496729,472960,32278,30753,16906,15870,6376,6029,2127,2133,25119,24338,519495,494869,45023,43097,25666,24454,13706,13118,4496,4431
R,1,2023,15,4408702,2258943,2149759,1629609,1543893,341707,330987,35793,34547,124491,118118,6723,6565,120620,115649,1740233,1649884,406414,393871,60521,58224,168610,159818,15511,14864,1671499,1589815,1124823,1063120,309820,300322,18240,17962,118153,112296,4588,4403,95875,91712,1213163,1147469,362051,351020,34197,33147,154941,147024,11083,10482,587444,559944,504786,480773,31887,30665,17553,16585,6338,5822,2135,2162,24745,23937,527070,502415,44363,42851,26324,25077,13669,12794,4428,4382
R,1,2023,16,4370749,2238912,2131837,1622118,1538543,336842,325620,35849,33817,121509,116069,6520,6418,116074,111370,1728528,1640591,398401,385490,59962,56987,164346,156249,15061,14496,1660470,1579745,1123956,1063478,306082,295691,18252,17524,115283,110278,4493,4319,92404,88455,1209023,1144829,355881,344281,33834,32417,151082,143779,10761,10238,578442,552092,498162,475065,30760,29929,17597,16293,6226,5791,2027,2099,23670,22915,519505,495762,42520,41209,26128,24570,13264,12470,4300,4258
R,1,2023,17,4309951,2207300,2102651,1609907,1521720,324602,316647,34834,33607,121544,118864,6526,6459,109887,105354,1710502,1618061,382168,372346,58256,55911,162282,157731,14545,14082,1643612,1567018,1123005,1059165,295121,288286,17935,17574,115731,113421,4436,4451,87384,84121,1203309,1136336,341695,333547,33047,31957,149917,146085,10339,10113,563688,535633,486902,462555,29481,28361,16899,16033,5813,5443,2090,2008,22503,21233,507193,481725,40473,38799,25209,23954,12365,11646,4206,3969
R,1,2023,18,4311950,2208313,2103637,1613252,1524845,321826,312684,34417,32655,126582,124613,6521,6224,105715,102616,1709923,1618523,376545,366202,57350,54960,166095,162488,14316,13773,1656104,1578541,1134898,1070485,293196,285361,17998,16984,120770,119174,4606,4391,84636,82146,1212629,1145706,337584,328915,33083,31651,154062,151168,10402,10013,552209,525096,478354,454360,28630,27323,16419,15671,5812,5439,1915,1833,21079,20470,497294,472817,38961,37287,24267,23309,12033,11320,3914,3760
R,1,2023,19,4327149,2216161,2110988,1626208,1534954,319261,311652,33510,32362,128569,126855,6388,6058,102225,99107,1719657,1625501,371482,362658,56280,54423,166800,163744,14036,13432,1672872,1592859,1154738,1085650,291296,285122,17568,17036,122993,121508,4519,4299,81758,79244,1229736,1158329,333745,326559,32551,31657,155230,152487,10239,9798,543289,518129,471470,449304,27965,26530,15942,15326,5576,5347,1869,1759,20467,19863,489921,467172,37737,36099,23729,22766,11570,11257,3797,3634
R,1,2023,20,4354646,2225587,2129059,1632325,1547239,324146,319083,34124,32543,129792,128027,6426,6168,98774,95999,1722344,1634643,374355,368334,56757,54652,166541,163386,13981,13357,1682553,1609655,1160608,1095500,296076,292783,17898,17373,124212,122881,4606,4366,79153,76752,1232974,1165683,336958,332778,32855,31995,155214,152653,10293,9761,543034,519404,471717,451739,28070,26300,16226,15170,5580,5146,1820,1802,19621,19247,489370,468960,37397,35556,23902,22657,11327,10733,3688,3596
R,1,2023,21,4587351,2332225,2255126,1709351,1640518,344879,341598,35389,33769,135343,133768,6447,6340,100816,99133,1801229,1730838,396243,392551,59038,57248,172295,169616,13955,13714,1770222,1712491,1220501,1167658,315872,314174,18858,18325,129866,128401,4604,4455,80521,79478,1294084,1240321,357564,355776,34541,34033,161022,158686,10276,10038,562003,542635,488850,472860,29007,27424,16531,15444,5477,5367,1843,1885,20295,19655,507145,490517,38679,36775,24497,23215,11273,10930,3679,3676
R,1,2023,22,4795895,2447168,2348727,1784236,1698649,367997,361788,36939,35463,148526,146562,6759,6601,102711,99664,1877766,1789157,419878,412856,61632,59343,186263,182661,14380,14061,1864834,1791714,1276568,1213267,338460,333510,19949,19185,142733,141115,4900,4663,82224,79974,1351559,1286123,380622,375113,36450,35382,174702,171579,10682,10259,582334,557013,507668,485382,29537,28278,16990,16278,5793,5447,1859,1938,20487,19690,526207,503034,39256,37743,25182,23961,11561,11082,3698,3802
R,1,2023,23,4542429,2324668,2217761,1700005,1608804,347861,339947,35045,33519,140079,137402,6487,6121,95191,91968,1786537,1692097,396171,387155,58622,56173,174102,170200,13822,13209,1779800,1698832,1224797,1156296,320202,313607,19173,18492,134732,132343,4654,4388,76242,73706,1294295,1223178,359536,352162,35109,33888,163523,159940,10195,9767,544868,518929,475208,452508,27659,26340,15872,15027,5347,5059,1833,1733,18949,18262,492242,468919,36635,34993,23513,22285,10579,10260,3627,3442
R,1,2023,24,4474598,2292392,2182206,1675798,1580492,343160,335389,34114,32829,140480,138627,6378,5938,92462,88931,1759561,1661070,389266,380466,57297,55482,173830,170214,13777,12756,1762947,1679547,1214202,1142162,316194,310021,18662,18022,135157,133618,4620,4264,74112,71460,1281518,1207086,353718,346811,34435,33636,163349,160241,10277,9497,529445,502659,461596,438330,26966,25368,15452,14807,5323,5009,1758,1674,18350,17471,478043,453984,35548,33655,22862,21846,10481,9973,3500,3259
R,1,2023,25,4357675,2234609,2123066,1628275,1533226,333939,325436,33066,31634,145857,142565,6322,5784,87150,84421,1707107,1609429,376861,367568,55614,53666,177483,172852,13165,12332,1725203,1641660,1183810,1113099,308540,301362,17959,17589,140671,137703,4599,4192,69624,67715,1246932,1174304,343261,335654,33398,32842,167372,163309,9820,9191,509406,481406,444465,420127,25399,24074,15107,14045,5186,4862,1723,1592,17526,16706,460175,435125,33600,31914,22216,20824,10111,9543,3345,3141
R,1,2023,26,4362938,2233939,2128999,1630746,1536781,329472,323731,32778,31243,149555,148964,6399,5866,84989,82414,1707561,1610900,370534,364266,55401,53312,180581,178684,13254,12632,1729656,1653806,1190350,1121975,304477,300361,17934,17257,144581,144164,4625,4247,67689,65802,1251683,1181257,337474,333153,33241,32425,170939,169274,9878,9455,504283,475193,440396,414806,24995,23370,14844,13986,4974,4800,1774,1619,17300,16612,455878,429643,33060,31113,22160,20887,9642,9410,3376,3177
R,1,2023,27,4397425,2250564,2146861,1637250,1545704,337308,329549,32704,30974,153945,154634,6522,6270,82835,79730,1711704,1617146,376698,368483,55791,53087,184213,183314,13355,13031,1747733,1670427,1198019,1129466,312201,305919,18022,17074,148955,149729,4755,4551,65781,63688,1257168,1186678,343799,337269,33869,32388,174576,173964,10042,9809,502831,476434,439231,416238,25107,23630,14682,13900,4990,4905,1767,1719,17054,16042,454536,430468,32899,31214,21922,20699,9637,9350,3313,3222
R,1,2023,28,4460634,2277658,2182976,1649893,1563162,351094,345154,32902,31845,156786,157764,6567,6512,80416,78539,1721776,1633159,388589,382940,56122,54431,186196,186076,13632,13172,1775520,1707235,1210843,1147802,325759,321124,18448,17739,151823,152997,4827,4812,63820,62761,1267894,1203734,355665,351577,34516,33588,176805,176983,10276,9977,502138,475741,439050,415360,25335,24030,14454,14106,4963,4767,1740,1700,16596,15778,453882,429425,32924,31363,21606,20843,9391,9093,3356,3195
R,1,2023,29,4535414,2316062,2219352,1672681,1582714,364559,357262,33820,32735,161394,163728,6741,6500,76867,76413,1740917,1650498,399798,393425,56389,55401,190083,191277,13640,13218,1809990,1741801,1229457,1165308,338823,333246,19071,18684,156580,158902,4895,4798,61164,60863,1283783,1219346,366945,362133,34801,34654,180923,182237,10242,10009,506072,477551,443224,417406,25736,24016,14749,14051,4814,4826,1846,1702,15703,15550,457134,431152,32853,31292,21588,20747,9160,9040,3398,3209
R,1,2023,30,4645065,2369014,2276051,1709941,1623075,375362,367674,35398,33533,165959,170476,6819,6618,75535,74675,1776821,1689167,408584,401705,58494,56265,194545,198098,13729,13391,1854455,1791811,1259378,1199593,349228,343018,19958,19224,161100,165617,4956,4860,59835,59499,1312339,1252275,375332,370019,36102,35286,185564,189203,10379,10119,514559,484240,450563,423482,26134,24656,15440,14309,4859,4859,1863,1758,15700,15176,464482,436892,33252,31686,22392,20979,8981,8895,3350,3272
R,1,2023,31,4704776,2386638,2318138,1721688,1648117,376638,377293,36000,33262,172763,178571,7523,7000,72026,73895,1784622,1712556,407731,410653,58325,55540,200614,207054,14629,14112,1876311,1839845,1276613,1232519,349818,350956,20239,19301,167767,173326,5453,5179,56421,58564,1325821,1283545,373777,377102,35608,34925,191503,197534,11034,10725,510327,478293,445075,415598,26820,26337,15761,13961,4996,5245,2070,1821,15605,15331,458801,429011,33954,33551,22717,20615,9111,9520,3595,3387
R,1,2023,32,4785909,2430664,2355245,1761788,1680676,376368,378360,35751,32860,180064,185424,7791,7211,68902,70714,1821740,1742377,404951,409825,57271,54400,207847,212883,14795,14121,1914709,1881442,1311834,1269438,349206,351639,19701,19072,174757,180185,5602,5372,53609,55736,1358280,1317956,370870,376150,34380,34027,198500,203539,11080,10801,515955,473803,449954,411238,27162,26721,16050,13788,5307,5239,2189,1839,15293,14978,463460,424421,34081,33675,22891,20373,9347,9344,3715,3320
R,1,2023,33,4679385,2375220,2304165,1726908,1643504,362627,368329,34781,31514,179122,187510,7956,6946,63826,66362,1782634,1701259,388727,397429,54787,51916,204839,213474,14348,13462,1876873,1848954,1292228,1248071,336231,342579,18991,18442,174033,182344,5811,5236,49579,52282,1335348,1293407,355862,365123,32647,32599,196062,204561,10839,10425,498347,455211,434680,395433,26396,25750,15790,13072,5089,5166,2145,1710,14247,14080,447286,407852,32865,32306,22140,19317,8777,8913,3509,3037
R,1,2023,34,4591132,2327714,2263418,1704391,1623217,340424,350199,34032,30706,181113,189798,7690,6972,60064,62526,1756532,1677585,364334,377154,52944,49972,205773,214662,13931,13155,1834908,1817326,1273565,1235446,315136,324989,18277,17671,176128,184744,5623,5268,46179,49208,1313520,1278126,332709,345570,30896,31133,197224,206063,10529,10174,492806,446092,430826,387771,25288,25210,15755,13035,4985,5054,2067,1704,13885,13318,443012,399459,31625,31584,22048,18839,8549,8599,3402,2981
R,1,2023,35,4494233,2282609,2211624,1687726,1597758,322783,333535,32818,29699,174808,183849,7712,6741,56762,60042,1736860,1650068,345263,359007,50871,48397,198148,207730,13809,12819,1794824,1773418,1259793,1216153,298602,309188,17452,16964,169983,179134,5560,5067,43434,46912,1297158,1256916,315024,328488,29439,29856,189946,199626,10377,9856,487785,438206,427933,381605,24181,24347,15366,12735,4825,4715,2152,1674,13328,13130,439702,393152,30239,30519,21432,18541,8202,8104,3432,2963
R,1,2023,36,4473168,2272979,2200189,1692091,1598721,313107,325973,32365,29205,173602,181969,7617,6791,54197,57530,1739232,1648600,333897,350233,49989,47863,195978,204757,13347,12497,1784919,1763014,1263241,1217554,289258,301741,16956,16465,168751,177436,5452,5046,41261,44772,1298961,1256182,304156,320071,28638,29306,187885,196922,9988,9595,488060,437175,428850,381167,23849,24232,15409,12740,4851,4533,2165,1745,12936,12758,440271,392418,29741,30162,21351,18557,8093,7835,3359,2902
R,1,2023,37,4502571,2288616,2213955,1712757,1615913,309860,323121,32140,29124,173404,182832,7694,6916,52761,56049,1758409,1664486,330056,346034,49677,47427,194938,205313,13407,12822,1794110,1774224,1277848,1231854,286027,299161,16313,16386,168593,178220,5494,5274,39835,43329,1312073,1269226,300382,316073,27864,29104,186928,197416,9977,9962,494506,439731,434909,384059,23833,23960,15827,12738,4811,4612,2200,1642,12926,12720,446336,395260,29674,29961,21813,18323,8010,7897,3430,2860
R,1,2023,38,4429190,2244358,2184832,1683537,1595487,298391,316045,31396,28663,172960,183621,7419,6646,50655,54370,1727415,1642453,317245,337766,48468,46764,193788,205784,13101,12383,1760818,1750321,1257741,1215712,275602,292572,16051,15975,168144,179212,5264,4961,38016,41889,1290445,1251774,288854,308388,27245,28451,185845,198103,9717,9518,483540,434511,425796,379775,22789,23473,15345,12688,4816,4409,2155,1685,12639,12481,436970,390679,28391,29378,21223,18313,7943,7681,3384,2865
R,1,2023,39,4398394,2227655,2170739,1676410,1587678,292886,311897,31293,28479,170532,182719,7337,6685,49197,53281,1718952,1633700,311146,332701,48054,46728,190839,204358,12751,12433,1748825,1736856,1254342,1208310,270500,288503,15878,15725,165883,178412,5267,5031,36955,40875,1286068,1243419,283252,303661,26990,28304,183072,196812,9501,9553,478830,433883,422068,379368,22386,23394,15415,12754,4649,4307,2070,1654,12242,12406,432884,390281,27894,29040,21064,18424,7767,7546,3250,2880
R,1,2023,40,4466984,2261145,2205839,1705693,1616705,296558,316594,31920,29001,170144,183287,7405,6840,49425,53412,1748450,1662740,314699,337585,49131,47577,190285,204728,12983,12540,1770274,1760652,1272537,1227349,273712,292485,16157,15994,165385,178676,5314,5095,37169,41053,1304441,1262499,286392,307771,27599,28882,182473,196930,9721,9636,490871,445187,433156,389356,22846,24109,15763,13007,4759,4611,2091,1745,12256,12359,444009,400241,28307,29814,21532,18695,7812,7798,3262,2904
R,1,2023,41,4368770,2207737,2161033,1672185,1588198,288233,310335,30243,27732,162269,177173,7223,6388,47584,51207,1713210,1632300,305562,330605,47184,45679,181525,197467,12479,11939,1736434,1727134,1256349,1208244,266340,287153,15171,15202,157719,172638,5161,4691,35694,39206,1286881,1241858,278464,301886,26455,27576,173976,189872,9272,9082,471303,433899,415836,379954,21893,23182,15072,12530,4550,4535,2062,1697,11890,12001,426329,390442,27098,28719,20729,18103,7549,7595,3207,2857
R,1,2023,42,4419345,2235117,2184228,1694302,1604016,296572,319510,31012,28373,158262,174611,7325,6439,47644,51279,1735312,1648157,314062,339773,47995,46601,177557,194759,12809,11971,1749649,1743003,1265536,1217564,274386,295758,15557,15668,153487,170062,5161,4777,35522,39174,1295867,1251035,286503,310390,26823,28333,169688,187166,9482,9208,485468,441225,428766,386452,22186,23752,15455,12705,4775,4549,2164,1662,12122,12105,439445,397122,27559,29383,21172,18268,7869,7593,3327,2763
R,1,2023,43,4249345,2144371,2104974,1626258,1544850,284422,309404,29588,26927,152610,168932,6615,6146,44878,48715,1664956,1586646,300726,328738,46066,44374,170393,188017,11736,11432,1683160,1682587,1219391,1174972,263009,286531,14754,14792,148231,164672,4628,4611,33147,37009,1247737,1206478,274147,300273,25617,26904,163109,180827,8637,8810,461211,422387,406867,369878,21413,22873,14834,12135,4379,4260,1987,1535,11731,11706,417219,380168,26579,28465,20449,17470,7284,7190,3099,2622
R,1,2023,44,4114321,2070330,2043991,1574168,1502687,271940,298295,27894,26074,147805,165249,6191,5676,42332,46010,1610494,1542159,287255,316163,43433,42844,164806,183390,10836,10575,1628416,1632653,1183075,1142392,251764,276199,14204,14203,143588,160924,4419,4172,31366,34763,1209693,1171974,262292,288832,24513,25739,157845,176277,8059,8077,441914,411338,391093,360295,20176,22096,13690,11871,4217,4325,1772,1504,10966,11247,400801,370185,24963,27331,18920,17105,6961,7113,2777,2498
R,1,2023,45,4083883,2051479,2032404,1568191,1501161,265207,293099,28007,26267,143030,161264,6111,5737,40933,44876,1603292,1539446,279885,310528,43445,42927,159270,178839,10668,10548,1611371,1619243,1177842,1137975,245910,271519,14310,14528,138797,157061,4356,4232,30156,33928,1203401,1166674,255812,283779,24566,26073,152410,171957,7909,8064,440108,413161,390349,363186,19297,21580,13697,11739,4233,4203,1755,1505,10777,10948,399891,372772,24073,26749,18879,16854,6860,6882,2759,2484
R,1,2023,46,3935735,1974901,1960834,1507134,1447804,252472,279869,26861,24800,143763,160506,5770,5310,38901,42545,1540598,1483957,265877,296032,41485,40868,159448,177370,10258,9926,1549401,1557548,1129124,1092179,233928,259257,13803,13716,139676,156395,4129,3885,28741,32116,1153559,1119184,242861,270612,23597,24907,152871,170583,7620,7556,425500,403286,378010,355625,18544,20612,13058,11084,4087,4111,1641,1425,10160,10429,387039,364773,23016,25420,17888,15961,6577,6787,2638,2370
R,1,2023,47,3905378,1959903,1945475,1494612,1435491,251084,278521,26487,24684,145394,161337,5510,5272,36816,40170,1526157,1469660,263972,293532,40730,39972,160034,177379,9578,9583,1540382,1547524,1121163,1083714,233127,258537,13516,13635,141405,157286,3983,3909,27188,30443,1144167,1109398,241725,269015,23152,24308,153719,170891,7192,7326,419521,397951,373449,351777,17957,19984,12971,11049,3989,4051,1527,1363,9628,9727,381990,360262,22247,24517,17578,15664,6315,6488,2386,2257
R,1,2023,48,3907931,1960336,1947595,1502541,1445907,247605,276114,26244,24315,143524,157533,5570,5018,34852,38708,1532125,1478646,259467,290443,39973,39388,157452,172891,9659,9090,1548886,1555086,1134458,1097294,230923,257306,13429,13485,139698,153742,4076,3700,26302,29559,1156593,1122010,239148,267413,22814,24142,151625,166920,7331,6957,411450,392509,368083,348613,16682,18808,12815,10830,3826,3791,1494,1318,8550,9149,375532,356636,20319,23030,17159,15246,5827,5971,2328,2133
R,1,2023,49,3847034,1926227,1920807,1474695,1423207,244177,273325,25069,24019,143120,158154,5170,5007,33996,37095,1503530,1454423,255572,286907,38513,38491,156887,173046,9073,9052,1534558,1542408,1123962,1086811,228340,255263,12962,13455,139636,154449,3835,3738,25823,28692,1145616,1110701,236114,265010,22368,23933,151475,167256,7000,6969,391669,378399,350733,336396,15837,18062,12107,10564,3484,3705,1335,1269,8173,8403,357914,343722,19458,21897,16145,14558,5412,5790,2073,2083
R,1,2023,50,3991063,1997744,1993319,1532283,1481220,256160,285684,25909,24477,144030,159650,5216,5023,34146,37265,1561200,1512541,267160,299075,39863,39533,157798,174456,9144,9071,1603009,1611666,1178515,1141621,240414,267602,13559,13832,140439,155944,3916,3750,26166,28917,1200446,1165626,248037,277223,23487,24824,152345,168727,7040,7048,394735,381653,353768,339599,15746,18082,12350,10645,3591,3706,1300,1273,7980,8348,360754,346915,19123,21852,16376,14709,5453,5729,2104,2023
