UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2020,9,4050595,2078045,1972550,1479491,1399828,315268,304474,34020,32777,118856,112080,6656,6328,123754,117063,1593091,1507192,381550,367530,58850,56473,165153,155520,15765,14853,1542648,1459380,1026762,966751,283834,273735,16920,16009,112327,105860,4314,4081,98491,92944,1117617,1052419,337224,324386,33041,31363,150843,141947,10972,10274,535397,513170,452729,433077,31434,30739,17100,16768,6529,6220,2342,2247,25263,24119,475474,454773,44326,43144,25809,25110,14310,13573,4793,4579
R,7,2020,10,4135255,2118292,2016963,1517143,1438630,320127,308968,33583,32468,117568,111941,6382,6207,123489,118749,1630797,1547669,386436,373288,58498,56774,163162,155289,15260,14694,1567153,1489302,1047364,988872,289193,279297,17097,16767,111297,106026,4289,4141,97913,94199,1137909,1075757,342455,330867,33124,32572,149143,142087,10791,10298,551139,527661,469779,449758,30934,29671,16486,15701,6271,5915,2093,2066,25576,24550,492888,471912,43981,42421,25374,24202,14019,13202,4469,4396
R,7,2020,11,4223965,2162942,2061023,1555283,1475060,329067,318627,33840,32518,116607,111762,6419,6365,121726,116691,1667045,1582335,394637,382146,58528,55783,161123,154015,15066,14705,1603735,1526464,1076749,1017825,298060,288630,17638,17067,110275,105830,4336,4314,96677,92798,1165917,1103548,350907,339970,33559,32016,147353,141106,10687,10433,559207,534559,478534,457235,31007,29997,16202,15451,6332,5932,2083,2051,25049,23893,501128,478787,43730,42176,24969,23767,13770,12909,4379,4272
R,7,2020,12,4385948,2246985,2138963,1619191,1533680,341541,331012,35452,33818,121501,116158,6676,6420,122624,117875,1731686,1641804,407519,395491,60215,57644,166322,158537,15645,14720,1665015,1585061,1119314,1058789,309712,300304,18428,17805,115295,110168,4549,4268,97717,93727,1209326,1145107,363179,352502,34487,33101,152736,145471,11111,10367,581970,553902,499877,474891,31829,30708,17024,16013,6206,5990,2127,2152,24907,24148,522360,496697,44340,42989,25728,24543,13586,13066,4534,4353
R,7,2020,13,4378112,2243801,2134311,1623968,1539216,339953,327485,35794,33870,119386,113349,6596,6481,118104,113910,1732335,1643503,403197,389128,60108,57401,162586,154376,15259,14792,1665645,1582537,1127003,1064635,308736,297627,18322,17852,113093,107531,4512,4339,93979,90553,1213631,1147855,359872,347613,34106,32995,149053,141763,10892,10432,578156,551774,496965,474581,31217,29858,17472,16018,6293,5818,2084,2142,24125,23357,518704,495648,43325,41515,26002,24406,13533,12613,4367,4360
R,7,2020,14,4305343,2204304,2101039,1606773,1522207,326958,318844,34671,33173,117053,113039,6448,6218,112401,107558,1709830,1620776,386281,376174,58301,55716,158544,152258,14654,14040,1642746,1564221,1121960,1059105,297459,290170,18090,17535,111085,107542,4395,4219,89757,85650,1204561,1137903,345663,336783,33457,32095,145886,140266,10467,9940,561558,536818,484813,463102,29499,28674,16581,15638,5968,5497,2053,1999,22644,21908,505269,482873,40618,39391,24844,23621,12658,11992,4187,4100
R,7,2020,15,4266157,2184583,2081574,1598307,1512145,320870,310765,34083,32953,117775,116059,6427,6203,107121,103449,1696264,1606568,376672,365161,57239,55178,157595,154039,14292,13763,1636475,1559415,1124198,1060830,292314,283353,17922,17367,112062,110686,4416,4330,85563,82849,1202763,1136707,337619,327734,33000,31819,145536,142694,10237,9966,548108,522159,474109,451315,28556,27412,16161,15586,5713,5373,2011,1873,21558,20600,493501,469861,39053,37427,24239,23359,12059,11345,4055,3797
R,7,2020,16,4296018,2200309,2095709,1617992,1528668,319355,310155,33497,32378,119343,118064,6267,5950,103855,100494,1713019,1620525,372704,362346,56245,54472,158176,155214,13985,13410,1661501,1580353,1150547,1081928,291676,283708,17912,17188,113719,112793,4386,4137,83261,80599,1227041,1155824,335150,326317,32959,31916,146437,144080,10149,9647,538808,515356,467445,446740,27679,26447,15585,15190,5624,5271,1881,1813,20594,19895,485978,464701,37554,36029,23286,22556,11739,11134,3836,3763
R,7,2020,17,4263694,2184631,2079063,1609568,1518664,316387,308299,33207,31664,120146,118655,6236,5936,99087,95845,1699930,1606189,367038,357306,55612,53493,157011,154225,13803,13029,1654501,1572537,1149102,1078423,289150,282765,17589,16885,114689,113421,4360,4174,79611,76869,1221974,1148903,330484,322746,32503,31427,145826,143354,10010,9528,530130,506526,460466,440241,27237,25534,15618,14779,5457,5234,1876,1762,19476,18976,477956,457286,36554,34560,23109,22066,11185,10871,3793,3501
R,7,2020,18,4410589,2245840,2164749,1653468,1580390,331708,327411,34224,32720,122177,121593,6168,6007,98095,96628,1742976,1668281,381693,377346,56969,55484,158257,156520,13528,13238,1703782,1642011,1181794,1125241,303980,300808,18348,17744,116739,116400,4358,4199,78563,77619,1253739,1196144,344789,341664,33373,33004,147076,145797,9922,9673,542058,522738,471674,455149,27728,26603,15876,14976,5438,5193,1810,1808,19532,19009,489237,472137,36904,35682,23596,22480,11181,10723,3606,3565
R,7,2020,19,4696335,2392919,2303416,1755372,1677883,357732,352216,35840,34620,135053,133100,6391,6324,102531,99273,1848654,1768302,409811,403067,60116,58070,172752,169093,14060,13813,1822715,1754988,1258302,1199341,328789,324723,19506,18966,129402,127778,4580,4375,82136,79805,1333176,1272257,371185,366428,35824,34788,161259,158211,10338,10018,570204,548428,497070,478542,28943,27493,16334,15654,5651,5322,1811,1949,20395,19468,515478,496045,38626,36639,24292,23282,11493,10882,3722,3795
R,7,2020,20,4635665,2373155,2262510,1740862,1646312,359275,350732,36048,34206,132051,129694,6512,6111,98407,95455,1830462,1732797,409127,399907,60231,57543,167462,163810,13908,13333,1814838,1732393,1253706,1184073,331123,323865,19837,18875,126529,124510,4654,4343,78989,76727,1325791,1253789,371784,364073,36161,34773,156559,153250,10279,9797,558317,530117,487156,462239,28152,26867,16211,15331,5522,5184,1858,1768,19418,18728,504671,479008,37343,35834,24070,22770,10903,10560,3629,3536
R,7,2020,21,4453607,2285791,2167816,1681086,1581794,343149,333751,34037,32645,127428,124087,6327,5776,93764,89763,1766219,1663077,390248,379542,57370,55255,161220,155974,13799,12707,1757213,1667564,1219928,1145659,316381,308367,18925,18167,122098,119079,4488,4134,75393,72158,1288556,1211157,354877,345950,34949,33749,150652,145824,10177,9419,528578,500252,461158,436135,26768,25384,15112,14478,5330,5008,1839,1642,18371,17605,477663,451920,35371,33592,22421,21506,10568,10150,3622,3288
R,7,2020,22,4364411,2243080,2121331,1645069,1542870,338467,327809,33316,31951,131000,127314,6211,5760,89017,85627,1725578,1620411,382830,371021,56010,53950,162923,157627,13209,12368,1731728,1640375,1198494,1123223,312861,303636,18416,17957,125912,122443,4496,4125,71549,68991,1263349,1185879,349146,339034,33985,33246,152902,148037,9876,9170,511352,480956,446575,419647,25606,24173,14900,13994,5088,4871,1715,1635,17468,16636,462229,434532,33684,31987,22025,20704,10021,9590,3333,3198
R,7,2020,23,4312307,2214035,2098272,1621895,1525118,331927,322283,32590,30929,136237,131653,6160,5639,85226,82650,1698961,1599517,373635,363401,55110,53010,167034,161011,12987,12293,1714502,1629356,1185905,1115751,307016,299090,17960,17324,131235,126938,4437,4077,67949,66176,1247535,1175405,340686,332544,33346,32601,157198,151686,9634,9163,499533,468916,435990,409367,24911,23193,14630,13605,5002,4715,1723,1562,17277,16474,451426,424112,32949,30857,21764,20409,9836,9325,3353,3130
R,7,2020,24,4316961,2216241,2100720,1623650,1525456,328955,321562,32367,30547,141932,137428,6306,5877,83031,79850,1698582,1597300,368933,360632,55020,52492,172021,166124,13053,12471,1723073,1636191,1192547,1119442,304664,298741,17984,17106,137094,132695,4545,4221,66239,63986,1252449,1177129,336961,330461,33509,32343,162531,156915,9742,9357,493168,464529,431103,406014,24291,22821,14383,13441,4838,4733,1761,1656,16792,15864,446133,420171,31972,30171,21511,20149,9490,9209,3311,3114
R,7,2020,25,4386124,2248655,2137469,1639599,1545007,343723,335094,32632,31179,145327,141738,6476,6180,80898,78271,1712043,1614898,382040,373217,55595,53221,174709,169808,13402,12871,1753758,1670629,1206790,1137117,319006,311694,18352,17520,140347,137053,4708,4479,64555,62766,1264608,1193262,349858,342561,34346,33066,165297,160765,10045,9690,494897,466840,432809,407890,24717,23400,14280,13659,4980,4685,1768,1701,16343,15505,447435,421636,32182,30656,21249,20155,9412,9043,3357,3181
R,7,2020,26,4472557,2290911,2181646,1662552,1567608,359502,350650,33210,32036,150631,147728,6515,6339,78501,77285,1732454,1636314,395740,387511,56274,54720,179512,175490,13546,13077,1791360,1711581,1224929,1156866,334415,326915,18974,18197,145840,142999,4780,4658,62422,61946,1280513,1211969,363461,356749,35056,34297,170278,166476,10223,9881,499551,470065,437623,410742,25087,23735,14236,13839,4791,4729,1735,1681,16079,15339,451941,424345,32279,30762,21218,20423,9234,9014,3323,3196
R,7,2020,27,4543051,2324140,2218911,1682703,1590005,370729,360462,34469,32837,154175,154725,6735,6416,75329,74466,1749526,1655950,404754,395178,57210,55463,182171,181687,13560,13087,1821591,1748199,1242554,1178304,345124,336720,19627,18972,149446,149975,4901,4694,59939,59534,1295756,1231063,372230,364527,35514,35010,173336,172922,10255,9888,502549,470712,440149,411701,25605,23742,14842,13865,4729,4750,1834,1722,15390,14932,453770,424887,32524,30651,21696,20453,8835,8765,3305,3199
R,7,2020,28,4646721,2369658,2277063,1717363,1630210,375627,369732,35726,33423,160164,163158,6985,6562,73793,73978,1782401,1695252,407602,403231,58759,55938,188117,190951,13964,13476,1860681,1801449,1272069,1215210,349638,344695,20364,19531,155282,158210,5004,4827,58324,58976,1323431,1267114,374648,371287,36482,35493,179146,181842,10497,10145,508977,475614,445294,415000,25989,25037,15362,13892,4882,4948,1981,1735,15469,15002,458970,428138,32954,31944,22277,20445,8971,9109,3467,3331
R,7,2020,29,4715713,2399118,2316595,1740417,1656987,377190,375652,35627,32796,167923,172234,7644,6964,70317,71962,1801475,1719612,406978,408076,57612,54587,195757,200110,14809,14030,1893320,1849626,1299533,1251445,350379,349757,20109,19254,162708,166947,5538,5166,55053,57057,1347173,1301003,373316,375290,35282,34544,186445,190612,11133,10761,505798,466969,440884,405542,26811,25895,15518,13542,5215,5287,2106,1798,15264,14905,454302,418609,33662,32786,22330,20043,9312,9498,3676,3269
R,7,2020,30,4731808,2404762,2327046,1752320,1667354,371574,374480,35253,32180,171989,177676,7831,7094,65795,68262,1809615,1726844,398709,404574,55737,53259,198534,204086,14552,13769,1900030,1866845,1311631,1267711,345057,348440,19593,18986,166745,172541,5598,5298,51406,53869,1356221,1314515,365760,371834,33723,33685,189421,195089,10866,10572,504732,460201,440689,399643,26517,26040,15660,13194,5244,5135,2233,1796,14389,14393,453394,412329,32949,32740,22014,19574,9113,8997,3686,3197
R,7,2020,31,4597310,2337447,2259863,1711083,1620672,350325,357009,34112,30589,172975,180953,7629,6791,61323,63849,1764443,1676152,375163,384682,53620,50252,197664,206194,13899,13164,1850643,1820072,1285911,1238383,324935,332076,18666,17960,167986,175871,5592,5118,47553,50664,1327162,1282253,343507,353650,31920,31797,189089,197553,10553,10166,486804,439791,425172,382289,25390,24933,15446,12629,4989,5082,2037,1673,13770,13185,437281,393899,31656,31032,21700,18455,8575,8641,3346,2998
R,7,2020,32,4516859,2295358,2221501,1696282,1607477,329982,338504,33670,30087,169492,177896,7651,6767,58281,60770,1746794,1660356,352916,364592,52112,48916,193505,201988,13869,12900,1807235,1785122,1268709,1227702,305527,314125,18041,17348,164661,173108,5515,5099,44782,47740,1307363,1269175,322427,334041,30333,30438,185181,193731,10370,9984,488123,436379,427573,379775,24455,24379,15629,12739,4831,4788,2136,1668,13499,13030,439431,391181,30489,30551,21779,18478,8324,8257,3499,2916
R,7,2020,33,4466349,2273346,2193003,1692576,1594493,318032,328055,32710,29218,167512,175750,7555,6713,54961,58774,1740269,1645648,339637,352972,50536,47928,189976,199010,13312,12550,1789366,1760099,1267436,1217190,294369,304202,17454,16793,162685,171110,5409,4963,42013,45841,1303663,1256949,310092,323069,29349,29696,181912,191028,9993,9574,483980,432904,425140,377303,23663,23853,15256,12425,4827,4640,2146,1750,12948,12933,436606,388699,29545,29903,21187,18232,8064,7982,3319,2976
R,7,2020,34,4476204,2279687,2196517,1706959,1605529,310825,322930,32483,29095,168160,176156,7671,6785,53589,56022,1753378,1653962,331334,346232,50128,47398,190086,198380,13532,12562,1790923,1763362,1277296,1227289,287116,299168,16803,16491,163364,171612,5479,5124,40865,43678,1312512,1264880,301905,316783,28563,29287,182069,190555,10116,9730,488764,433155,429663,378240,23709,23762,15680,12604,4796,4544,2192,1661,12724,12344,440866,389082,29429,29449,21565,18111,8017,7825,3416,2832
R,7,2020,35,4474768,2275725,2199043,1710351,1610444,306652,319794,31773,28886,167851,178083,7560,6684,51538,55152,1754967,1658206,326033,342014,49123,47224,188952,200280,13279,12456,1787767,1765902,1280760,1232045,283538,296166,16343,16345,163104,173603,5343,5045,38679,42698,1313982,1268850,297189,312575,27723,29088,181013,192595,9832,9620,487958,433141,429591,378399,23114,23628,15430,12541,4747,4480,2217,1639,12859,12454,440985,389356,28844,29439,21400,18136,7939,7685,3447,2836
R,7,2020,36,4381551,2224239,2157312,1673785,1580264,294407,310810,31393,28456,167925,177904,7280,6502,49449,53376,1716519,1626397,312809,331744,48289,46557,188303,199696,12747,12237,1747716,1729244,1253959,1205711,272055,288036,16102,15957,163181,173589,5204,4827,37215,41124,1285905,1241086,285026,303355,27269,28492,180486,192116,9490,9373,476523,428068,419826,374553,22352,22774,15291,12499,4744,4315,2076,1675,12234,12252,430614,385311,27783,28389,21020,18065,7817,7580,3257,2864
R,7,2020,37,4448302,2256585,2191717,1703707,1608522,297178,315398,31977,28998,166457,178589,7363,6713,49903,53497,1746877,1654582,315539,336304,49121,47524,186931,200201,12899,12503,1772420,1755126,1276540,1227064,274806,291627,16261,16162,161765,174137,5289,5011,37759,41125,1308949,1262288,287759,306883,27776,28965,179159,192542,9658,9585,484165,436591,427167,381458,22372,23771,15716,12836,4692,4452,2074,1702,12144,12372,437928,392294,27780,29421,21345,18559,7772,7659,3241,2918
R,7,2020,38,4444608,2252958,2191650,1705193,1610891,295745,315896,31498,28291,164548,177787,7395,6634,48579,52151,1747172,1655731,313522,336489,48644,46611,184215,198561,12865,12255,1769182,1752416,1278364,1226149,273298,292465,16020,15500,159865,173197,5286,4885,36349,40220,1309507,1260551,285736,307597,27383,28274,176398,190867,9579,9360,483776,439234,426829,384742,22447,23431,15478,12791,4683,4590,2109,1749,12230,11931,437665,395180,27786,28892,21261,18337,7817,7694,3286,2895
R,7,2020,39,4384020,2221044,2162976,1687914,1593925,291864,312966,30555,28153,155822,170739,7155,6191,47734,51002,1728942,1637887,309321,333226,47553,46115,175118,190759,12553,11673,1746062,1730216,1268373,1214944,270195,289775,15382,15639,151126,166264,5098,4531,35888,39063,1298995,1248398,282440,304471,26752,28091,167459,183312,9335,8935,474982,432760,419541,378981,21669,23191,15173,12514,4696,4475,2057,1660,11846,11939,429947,389489,26881,28755,20801,18024,7659,7447,3218,2738
R,7,2020,40,4367208,2210852,2156356,1676758,1584234,296290,318450,30823,28018,153254,168957,7135,6397,46592,50300,1716885,1627456,313306,338399,47993,46062,171766,188626,12462,11897,1731359,1723459,1253790,1204933,274210,295309,15425,15528,148556,164528,4958,4768,34420,38393,1283191,1237658,285905,309717,26770,28098,163953,181161,9132,9137,479493,432897,422968,379301,22080,23141,15398,12490,4698,4429,2177,1629,12172,11907,433694,389798,27401,28682,21223,17964,7813,7465,3330,2760
R,7,2020,41,4188509,2113973,2074536,1606836,1525478,280275,305376,28932,26382,147949,164218,6372,5878,43609,47204,1644334,1565996,296118,323840,44888,43438,165313,182751,11388,10970,1666469,1661627,1211268,1163904,259753,283138,14822,14442,143701,160021,4497,4325,32428,35797,1238890,1194413,270663,296247,25396,26226,158351,175711,8436,8377,447504,412909,395568,361574,20522,22238,14110,11940,4248,4197,1875,1553,11181,11407,405444,371583,25455,27593,19492,17212,6962,7040,2952,2593
R,7,2020,42,4094672,2064935,2029737,1577652,1499610,269063,293833,27969,26197,142418,159132,6115,5561,41718,45404,1613383,1538373,283985,311438,43466,42983,159166,176989,10667,10385,1621830,1619740,1184849,1139547,249321,272519,14225,14336,138253,154864,4369,4123,30813,34351,1210939,1168616,259523,284974,24492,25961,152257,170003,7930,7981,443105,409997,392803,360063,19742,21314,13744,11861,4165,4268,1746,1438,10905,11053,402444,369757,24462,26464,18974,17022,6909,6986,2737,2404
R,7,2020,43,4044918,2034660,2010258,1555648,1485316,263711,290541,27931,25807,141358,159119,5983,5590,40029,43885,1590076,1522673,277935,307329,43072,42304,157199,176390,10473,10395,1599870,1602079,1169878,1125833,244741,269548,14425,14462,137062,154966,4222,4087,29542,33183,1194985,1153835,254299,281403,24604,25961,150304,169477,7712,7879,434790,408179,385770,359483,18970,20993,13506,11345,4296,4153,1761,1503,10487,10702,395091,368838,23636,25926,18468,16343,6895,6913,2761,2516
R,7,2020,44,3909525,1967042,1942483,1501776,1436185,252751,277946,26922,24782,141730,157336,5550,5262,38313,40972,1534706,1470980,265923,293440,41576,40464,157109,173542,9916,9675,1543140,1542770,1124954,1083424,234511,257646,13732,13567,137686,153232,3996,3849,28261,31052,1148973,1109551,243280,268565,23564,24558,150619,166913,7407,7366,423902,399713,376822,352761,18240,20300,13190,11215,4044,4104,1554,1413,10052,9920,385733,361429,22643,24875,18012,15906,6490,6629,2509,2309
R,7,2020,45,3956513,1989738,1966775,1523518,1458516,254348,280630,26569,24908,143608,158220,5712,5052,35983,39449,1554081,1491942,266659,295246,40679,40117,158015,173933,9863,9244,1570799,1571289,1149403,1107916,237043,261517,13589,13788,139619,154287,4147,3741,26998,30040,1172072,1133095,245522,271774,23211,24466,151880,167724,7453,7082,418939,395486,374115,350600,17305,19113,12980,11120,3989,3933,1565,1311,8985,9409,382009,358847,21137,23472,17468,15651,6135,6209,2410,2162
R,7,2020,46,3883074,1951437,1931637,1495148,1433346,247930,274870,26160,24195,142407,156344,5241,4991,34551,37891,1524477,1465281,259612,288846,39834,39014,156309,171394,9256,9106,1547476,1546594,1133463,1090984,231678,256544,13442,13560,138806,152627,3857,3695,26230,29184,1155511,1115305,239743,266557,22960,24190,150725,165541,7088,6996,403961,385043,361685,342362,16252,18326,12718,10635,3601,3717,1384,1296,8321,8707,368966,349976,19869,22289,16874,14824,5584,5853,2168,2110
R,7,2020,47,3936096,1975790,1960306,1513511,1455019,254781,282080,25751,24508,142237,156484,5224,4892,34286,37323,1542540,1486407,266025,295694,39502,39402,156120,171358,9166,8904,1579613,1580114,1158495,1116835,238913,264154,13514,13859,138656,152723,3879,3663,26156,28880,1180413,1140857,246684,273947,23166,24687,150652,165488,7042,6879,396177,380192,355016,338184,15868,17926,12237,10649,3581,3761,1345,1229,8130,8443,362127,345550,19341,21747,16336,14715,5468,5870,2124,2025
R,7,2020,48,4127036,2075037,2051999,1603011,1537076,264758,292011,26311,24597,141564,156002,5181,4873,34212,37440,1631853,1568550,275778,305296,40517,40031,155165,170648,9142,8964,1681389,1674970,1249920,1201176,249166,274439,14109,14177,137925,152413,3851,3630,26418,29135,1271919,1225392,256960,283998,24350,25526,149680,165121,7038,6954,393648,377029,353091,335900,15592,17572,12202,10420,3639,3589,1330,1243,7794,8305,359934,343158,18818,21298,16167,14505,5485,5527,2104,2010
R,7,2020,49,4373532,2203883,2169649,1721707,1643760,276005,304844,26793,25503,138895,152181,5226,4978,35257,38383,1751527,1676033,287256,318330,41774,41660,152679,166863,9372,9328,1811175,1794670,1369423,1310153,260418,287199,14822,14807,135211,148597,3871,3734,27430,30180,1392398,1335274,268354,297025,25800,26969,147140,161267,7226,7298,392708,374979,352284,333607,15587,17645,11971,10696,3684,3584,1355,1244,7827,8203,359129,340759,18902,21305,15974,14691,5539,5596,2146,2030
R,7,2020,50,4306528,2168887,2137641,1698466,1627032,269950,295000,26228,24779,134981,149179,5265,5026,33997,36625,1727127,1657550,280782,307793,40878,40558,147999,163228,9408,9295,1786351,1777104,1355805,1305953,254584,278312,14294,14731,131427,145584,3951,3826,26290,28698,1377706,1329673,262200,287616,25003,26570,142615,157557,7340,7303,382536,360537,342661,321079,15366,16688,11934,10048,3554,3595,1314,1200,7707,7927,349421,327877,18582,20177,15875,13988,5384,5671,2068,1992
