UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2022,16,4325808,2214662,2111146,1612356,1527324,328408,320543,34974,33497,119737,115704,6506,6313,112681,107765,1715666,1626083,387844,377952,58665,56079,161365,155034,14728,14143,1647073,1569254,1122367,1059972,298579,291543,18080,17524,113719,110162,4451,4301,89877,85752,1205069,1138860,346794,338166,33442,32079,148641,142986,10534,10029,567589,541892,489989,467352,29829,29000,16894,15973,6018,5542,2055,2012,22804,22013,510597,487223,41050,39786,25223,24000,12724,12048,4194,4114
R,7,2022,17,4291066,2197612,2093454,1604960,1517779,322456,312653,34449,33238,121727,119761,6510,6300,107510,103723,1703269,1612441,378423,367156,57693,55508,161732,157899,14390,13877,1642491,1566014,1124898,1062016,293515,284883,17914,17360,115945,114337,4496,4413,85723,83005,1203603,1138024,338837,329287,32989,31814,149579,146489,10325,10064,555121,527440,480062,455763,28941,27770,16535,15878,5782,5424,2014,1887,21787,20718,499666,474417,39586,37869,24704,23694,12153,11410,4065,3813
R,7,2022,18,4326642,2216084,2110558,1625209,1534966,320833,312334,33901,32607,125502,123688,6364,6083,104275,100880,1720610,1627169,374341,364682,56743,54764,164558,161054,14100,13558,1669980,1589625,1151619,1083506,292729,285512,17880,17182,119817,118373,4486,4255,83449,80797,1228273,1157572,336213,328141,32925,31908,152728,149856,10261,9779,546104,520933,473590,451460,28104,26822,16021,15425,5685,5315,1878,1828,20826,20083,492337,469597,38128,36541,23818,22856,11830,11198,3839,3779
R,7,2022,19,4295710,2200584,2095126,1616501,1525174,317637,310506,33571,31879,127038,125126,6374,6086,99463,96355,1707202,1613154,368408,359738,56042,53787,164132,160965,13967,13207,1663580,1582832,1150187,1080076,289974,284605,17560,16890,121543,119846,4502,4314,79814,77101,1223234,1150751,331317,324615,32466,31418,152897,150017,10172,9688,537004,512294,466314,445098,27663,25901,16011,14989,5495,5280,1872,1772,19649,19254,483968,462403,37091,35123,23576,22369,11235,10948,3795,3519
R,7,2022,20,4438006,2258683,2179323,1658392,1586277,332808,329419,34490,32946,128167,127313,6321,6156,98505,97212,1748269,1674692,382926,379613,57308,55825,164492,162525,13704,13419,1710715,1651096,1181798,1126567,304594,302452,18310,17748,122697,122070,4513,4339,78803,77920,1253950,1197730,345426,343366,33339,33019,153265,151723,10096,9839,547968,528227,476594,459710,28214,26967,16180,15198,5470,5243,1808,1817,19702,19292,494319,476962,37500,36247,23969,22806,11227,10802,3608,3580
R,7,2022,21,4723644,2405533,2318111,1760075,1683847,358590,353930,36083,34875,141366,139165,6521,6463,102898,99831,1853686,1774766,410794,405021,60427,58425,179279,175442,14207,13986,1829507,1764053,1258306,1200580,329086,326097,19455,18963,135668,133819,4708,4506,82284,80088,1333307,1273735,371457,367850,35745,34791,167725,164506,10480,10173,576026,554058,501769,483267,29504,27833,16628,15912,5698,5346,1813,1957,20614,19743,520379,501031,39337,37171,24682,23634,11554,10936,3727,3813
R,7,2022,22,4663473,2384589,2278884,1743588,1652352,359378,352139,36244,34458,140128,137779,6616,6262,98635,95894,1833402,1739227,409273,401494,60461,57871,175710,172131,14013,13510,1821382,1742882,1252375,1185115,330863,324945,19769,18863,134570,132559,4755,4469,79050,76931,1324510,1255007,371473,365167,36047,34748,164758,161510,10379,9940,563207,536002,491213,467237,28515,27194,16475,15595,5558,5220,1861,1793,19585,18963,508892,484220,37800,36327,24414,23123,10952,10621,3634,3570
R,7,2022,23,4483807,2297375,2186432,1682984,1588583,343001,335129,34285,32933,136671,133663,6443,5930,93991,90194,1768316,1670258,390169,381058,57672,55589,170605,165839,13915,12884,1764362,1679722,1218213,1146900,315902,309413,18906,18154,131311,128599,4598,4256,75432,72400,1286867,1212613,354355,347005,34890,33718,159989,155608,10287,9556,533013,506710,464771,441683,27099,25716,15379,14779,5360,5064,1845,1674,18559,17794,481449,457645,35814,34053,22782,21871,10616,10231,3628,3328
R,7,2022,24,4396849,2255808,2141041,1648255,1550209,338287,329311,33559,32270,140114,137231,6335,5882,89258,86138,1728987,1628202,382700,372691,56290,54318,172207,167886,13340,12524,1739658,1653560,1197732,1124919,312391,304835,18348,17958,134982,132288,4613,4231,71592,69329,1262627,1187865,348608,340280,33863,33234,162121,158206,9992,9309,516150,487481,450523,425290,25896,24476,15211,14312,5132,4943,1722,1651,17666,16809,466360,440337,34092,32411,22427,21084,10086,9680,3348,3215
R,7,2022,25,4346308,2227227,2119081,1625698,1532995,332131,324123,32816,31230,144636,141760,6289,5740,85657,83233,1703159,1607913,373971,365446,55389,53395,175716,171478,13139,12422,1722505,1643326,1185384,1117771,306912,300579,17894,17307,139587,136969,4562,4166,68166,66534,1247205,1177733,340572,334087,33251,32585,165813,162056,9778,9272,504722,475755,440314,415224,25219,23544,14922,13923,5049,4791,1727,1574,17491,16699,455954,430180,33399,31359,22138,20810,9903,9422,3361,3150
R,7,2022,26,4351553,2229098,2122455,1627519,1533641,329403,323508,32579,30837,149619,147973,6408,6005,83570,80491,1702932,1606060,369539,362807,55321,52881,180053,177049,13188,12634,1730434,1650623,1191906,1121381,304779,300299,17893,17102,144702,143170,4636,4333,66518,64338,1252050,1179374,337077,332061,33387,32328,170457,167732,9856,9494,498664,471832,435613,412260,24624,23209,14686,13735,4917,4803,1772,1672,17052,16153,450882,426686,32462,30746,21934,20553,9596,9317,3332,3140
R,7,2022,27,4419629,2260402,2159227,1642982,1552897,344180,337220,32787,31395,152454,152476,6541,6336,81458,78903,1715927,1623353,382664,375572,55813,53553,182218,180903,13502,13060,1760114,1685393,1205651,1139016,319167,313446,18265,17503,147405,147701,4772,4620,64854,63107,1263729,1195453,350022,344364,34219,33043,172702,171732,10133,9853,500288,473834,437331,413881,25013,23774,14522,13892,5049,4775,1769,1716,16604,15796,452198,427900,32642,31208,21594,20510,9516,9171,3369,3207
R,7,2022,28,4503844,2301832,2202012,1665608,1575014,359972,352618,33284,32231,157407,157853,6566,6488,78995,77808,1735960,1644194,396382,389662,56397,55027,186613,185899,13622,13259,1797392,1725199,1223863,1158515,334593,328533,18866,18171,152550,153021,4827,4785,62693,62174,1279688,1213820,363650,358382,34916,34246,177293,176743,10288,10026,504440,476813,441745,416499,25379,24085,14418,14060,4857,4832,1739,1703,16302,15634,456272,430374,32732,31280,21481,20781,9320,9156,3334,3233
R,7,2022,29,4571830,2334183,2237647,1685172,1596793,371018,362293,34591,33020,160909,164012,6815,6546,75678,74983,1752306,1663210,405148,397196,57336,55734,189178,191265,13656,13247,1827107,1760551,1241212,1179659,345085,338199,19544,18930,156145,159190,4971,4805,60150,59768,1294595,1232620,372184,366015,35390,34943,180297,182397,10343,10020,507076,477096,443960,417134,25933,24094,15047,14090,4764,4822,1844,1741,15528,15215,457711,430590,32964,31181,21946,20791,8881,8868,3313,3227
R,7,2022,30,4672812,2378345,2294467,1718826,1636376,375697,371752,35850,33639,166857,171568,7072,6698,74043,74434,1784101,1701830,407761,405430,58866,56211,195007,199630,14051,13630,1864990,1812788,1269949,1216256,349302,346318,20280,19491,161956,166571,5072,4949,58431,59203,1321417,1268360,374283,372924,36338,35427,186008,190450,10561,10282,513355,481679,448877,420120,26395,25434,15570,14148,4901,4997,2000,1749,15612,15231,462684,433470,33478,32506,22528,20784,8999,9180,3490,3348
R,7,2022,31,4739263,2406868,2332395,1741051,1662283,377247,377694,35727,33016,174516,179937,7708,7115,70619,72350,1802391,1725265,407144,410283,57734,54861,202553,208027,14885,14197,1897103,1859683,1296925,1251974,350177,351381,19995,19208,169267,174601,5591,5297,55148,57222,1344650,1301681,373077,376917,35114,34471,193185,198457,11192,10901,509765,472712,444126,410309,27070,26313,15732,13808,5249,5336,2117,1818,15471,15128,457741,423584,34067,33366,22620,20390,9368,9570,3693,3296
R,7,2022,32,4751526,2410880,2340646,1751823,1671633,371462,376090,35332,32301,178334,184843,7900,7203,66029,68576,1809353,1731409,398684,406310,55803,53427,205047,211427,14616,13888,1902546,1875267,1308203,1267624,344697,349714,19463,18895,173075,179678,5672,5393,51436,53963,1352838,1314514,365337,373089,33501,33556,195906,202375,10931,10670,508334,465379,443620,404009,26765,26376,15869,13406,5259,5165,2228,1810,14593,14613,456515,416895,33347,33221,22302,19871,9141,9052,3685,3218
R,7,2022,33,4614523,2342421,2272102,1709724,1624451,350295,358460,34094,30696,178975,187533,7721,6853,61612,64109,1763366,1680186,375232,386233,53626,50383,203857,212926,13999,13230,1852522,1827485,1282104,1238020,324617,333216,18517,17890,173968,182433,5690,5174,47626,50752,1323434,1281982,343152,354775,31705,31693,195236,204246,10651,10222,489899,444617,427620,386431,25678,25244,15577,12806,5007,5100,2031,1679,13986,13357,439932,398204,32080,31458,21921,18690,8621,8680,3348,3008
R,7,2022,34,4530012,2298306,2231706,1693963,1610322,329649,339705,33660,30202,174860,183767,7707,6790,58467,60920,1744668,1663346,352663,365854,52107,49043,198990,207950,13917,12925,1807713,1790909,1264392,1226787,305011,315000,17933,17280,170024,178965,5579,5124,44774,47753,1303058,1268276,321858,334880,30147,30327,190643,199668,10421,10010,490593,440797,429571,383535,24638,24705,15727,12922,4836,4802,2128,1666,13693,13167,441610,395070,30805,30974,21960,18716,8347,8282,3496,2915
R,7,2022,35,4476550,2275255,2201295,1689932,1596309,317738,328910,32635,29310,172370,181061,7577,6729,55003,58976,1737686,1647657,339350,353902,50401,48031,194912,204445,13323,12573,1789229,1764570,1263074,1215796,293894,304768,17309,16728,167539,176400,5437,4983,41976,45895,1299288,1255609,309552,323607,29122,29591,186840,196426,10014,9597,486026,436725,426858,380513,23844,24142,15326,12582,4831,4661,2140,1746,13027,13081,438398,392048,29798,30295,21279,18440,8072,8019,3309,2976
R,7,2022,36,4483170,2279725,2203445,1703223,1606674,310369,323605,32320,29134,172546,180941,7689,6820,53578,56271,1749654,1655348,330862,347007,49896,47453,194532,203311,13528,12602,1789483,1766835,1272296,1225507,286519,299626,16620,16409,167735,176378,5501,5149,40812,43766,1307483,1263183,301243,317224,28300,29172,186506,195453,10119,9757,490242,436610,430927,381167,23850,23979,15700,12725,4811,4563,2188,1671,12766,12505,442171,392165,29619,29783,21596,18281,8026,7858,3409,2845
R,7,2022,37,4478749,2274047,2204702,1705714,1610882,305739,320410,31610,28866,171847,182426,7588,6777,51549,55341,1750357,1658826,325107,342723,48892,47223,193027,204731,13290,12547,1784829,1768478,1275009,1229838,282529,296599,16160,16232,167085,177936,5373,5130,38673,42743,1308240,1266690,296136,312991,27471,28935,185082,197024,9849,9702,489218,436224,430705,381044,23210,23811,15450,12634,4762,4490,2215,1647,12876,12598,442117,392136,28971,29732,21421,18288,7945,7707,3441,2845
R,7,2022,38,4383099,2221480,2161619,1669041,1580154,293144,311146,31222,28451,171323,181803,7307,6618,49443,53447,1711789,1626360,311550,332110,48065,46513,191732,203668,12759,12349,1743629,1730758,1248051,1203149,270710,288192,15921,15863,166564,177481,5228,4940,37155,41133,1279961,1238542,283636,303482,27018,28347,183901,196079,9499,9482,477851,430861,420990,377005,22434,22954,15301,12588,4759,4322,2079,1678,12288,12314,431828,387818,27914,28628,21047,18166,7831,7589,3260,2867
R,7,2022,39,4446381,2251793,2194588,1697849,1607900,295835,315356,31814,28990,169110,181974,7383,6781,49802,53587,1740957,1654055,314176,336304,48891,47496,189551,203654,12891,12566,1766941,1755320,1270150,1224147,273370,291399,16100,16066,164418,177507,5306,5082,37597,41119,1302437,1259374,286246,306619,27529,28818,181776,195975,9649,9653,484852,439268,427699,383753,22465,23957,15714,12924,4692,4467,2077,1699,12205,12468,438520,394681,27930,29685,21362,18678,7775,7679,3242,2913
R,7,2022,40,4438786,2245861,2192925,1697883,1609554,294092,315408,31264,28274,166792,180820,7406,6667,48424,52202,1739743,1654453,311816,336040,48313,46570,186420,201631,12851,12275,1762234,1751420,1271223,1222884,271569,291815,15826,15409,162110,176210,5300,4920,36206,40182,1302256,1257266,283939,306909,27111,28128,178617,193915,9572,9382,483627,441505,426660,386670,22523,23593,15438,12865,4682,4610,2106,1747,12218,12020,437487,397187,27877,29131,21202,18442,7803,7716,3279,2893
R,7,2022,41,4375219,2212461,2162758,1679737,1591884,289703,312071,30335,28073,157944,173463,7151,6242,47591,51025,1720661,1635886,307116,332333,47246,46009,177210,193522,12518,11715,1738144,1728311,1260854,1211471,267965,288726,15214,15543,153268,168968,5107,4586,35736,39017,1291362,1244897,280138,303375,26495,27945,169584,186045,9315,8982,474317,434447,418883,380413,21738,23345,15121,12530,4676,4495,2044,1656,11855,12008,429299,390989,26978,28958,20751,18064,7626,7477,3203,2733
R,7,2022,42,4356125,2201177,2154948,1667813,1581461,293996,317346,30605,27908,155204,171456,7131,6444,46428,50333,1707819,1624727,310962,337312,47677,45926,173664,191160,12428,11934,1722619,1720888,1245726,1201260,271883,294037,15259,15420,150526,167007,4969,4817,34256,38347,1275001,1233957,283501,308401,26519,27937,165887,183666,9118,9177,478558,434060,422087,380201,22113,23309,15346,12488,4678,4449,2162,1627,12172,11986,432818,390770,27461,28911,21158,17989,7777,7494,3310,2757
R,7,2022,43,4175926,2103878,2072048,1597645,1521974,278035,304242,28711,26260,149662,166473,6359,5903,43466,47196,1635033,1562501,293829,322713,44564,43272,167010,185027,11347,10979,1657496,1658285,1203159,1159796,257463,281812,14630,14331,145442,162261,4494,4354,32308,35731,1230692,1190260,268307,294873,25122,26056,160090,177973,8411,8392,446382,413763,394486,362178,20572,22430,14081,11929,4220,4212,1865,1549,11158,11465,404341,372241,25522,27840,19442,17216,6920,7054,2936,2587
R,7,2022,44,4081360,2054512,2026848,1568383,1495841,266763,292786,27766,26061,143942,161201,6110,5569,41548,45390,1603983,1534608,281630,310400,43145,42791,160661,179076,10637,10385,1612754,1616242,1176831,1135377,246999,271290,14055,14226,139808,156921,4373,4133,30688,34295,1202827,1164407,257142,283703,24238,25790,153802,172082,7918,7984,441758,410606,391552,360464,19764,21496,13711,11835,4134,4280,1737,1436,10860,11095,401156,370201,24488,26697,18907,17001,6859,6994,2719,2401
R,7,2022,45,4029138,2022952,2006186,1545709,1480845,261084,289255,27650,25665,142747,160944,5974,5607,39788,43870,1579942,1518205,275230,306038,42671,42116,158507,178235,10433,10403,1589931,1597793,1161533,1121296,242127,268115,14235,14355,138483,156784,4220,4107,29333,33136,1186473,1149267,251602,279930,24320,25802,151660,171320,7684,7891,433021,408393,384176,359549,18957,21140,13415,11310,4264,4160,1754,1500,10455,10734,393469,368938,23628,26108,18351,16314,6847,6915,2749,2512
R,7,2022,46,3891868,1954487,1937381,1491261,1431190,249938,276464,26613,24610,143038,158889,5542,5285,38095,40943,1524016,1465979,263049,291944,41162,40234,158333,175115,9877,9688,1532790,1537631,1116393,1078474,231737,256039,13557,13456,139033,154785,4000,3876,28070,31001,1140261,1104574,240436,266916,23304,24386,151896,168488,7384,7382,421697,399750,374868,352716,18201,20425,13056,11154,4005,4104,1542,1409,10025,9942,383755,361405,22613,25028,17858,15848,6437,6627,2493,2306
R,7,2022,47,3935451,1975285,1960166,1511665,1452576,251250,278885,26260,24693,144673,159525,5699,5082,35738,39405,1542031,1485984,263488,293478,40255,39837,158986,175253,9816,9261,1558800,1564811,1139751,1102129,234001,259679,13414,13656,140712,155592,4148,3774,26774,29981,1162242,1127273,242394,269889,22942,24273,152889,169049,7425,7105,416485,395355,371914,350447,17249,19206,12846,11037,3961,3933,1551,1308,8964,9424,379789,358711,21094,23589,17313,15564,6097,6204,2391,2156
R,7,2022,48,3859402,1935301,1924101,1482203,1426666,244577,273030,25847,24016,143150,157559,5235,5020,34289,37810,1511325,1458544,256185,286973,39392,38760,156950,172610,9212,9122,1534102,1539307,1123034,1084558,228393,254624,13247,13433,139570,153860,3865,3724,25993,29108,1144895,1108825,236368,264591,22664,23999,151401,166780,7064,7015,401199,384794,359169,342108,16184,18406,12600,10583,3580,3699,1370,1296,8296,8702,366430,349719,19817,22382,16728,14761,5549,5830,2148,2107
R,7,2022,49,3908239,1956964,1951275,1498733,1447181,250973,279928,25360,24369,142677,157680,5222,4922,33999,37195,1527530,1478474,262144,293501,38968,39174,156447,172528,9123,8912,1563981,1571565,1146642,1109503,235153,261916,13273,13732,139133,153934,3889,3697,25891,28783,1168345,1133455,242832,271665,22814,24497,151027,166686,7018,6895,392983,379710,352091,337678,15820,18012,12087,10637,3544,3746,1333,1225,8108,8412,359185,345019,19312,21836,16154,14677,5420,5842,2105,2017
R,7,2022,50,4094089,2053180,2040909,1585970,1527916,260418,289365,25905,24425,141815,157035,5175,4900,33897,37268,1614565,1559253,271355,302585,39948,39752,155295,171640,9094,8976,1663092,1664722,1236192,1192803,244849,271745,13856,14038,138205,153463,3858,3664,26132,29009,1257964,1216924,252542,281249,23964,25313,149856,166141,7010,6977,390088,376187,349778,335113,15569,17620,12049,10387,3610,3572,1317,1236,7765,8259,356601,342329,18813,21336,15984,14439,5439,5499,2084,1999
